NAICS,BEA_Sector,BEA_Summary,BEA_Detail,USEEIO
11,11,111CA,1111A0,1111A0
11,11,111CA,1111B0,1111B0
11,11,111CA,111200,111200
11,11,111CA,111300,111300
11,11,111CA,111400,111400
11,11,111CA,111900,111900
11,11,111CA,112120,112120
11,11,111CA,1121A0,1121A0
11,11,111CA,112300,112300
11,11,111CA,112A00,112A00
11,11,113FF,113000,113000
11,11,113FF,114000,114000
11,11,113FF,115000,115000
111,11,111CA,1111A0,1111A0
111,11,111CA,1111B0,1111B0
111,11,111CA,111200,111200
111,11,111CA,111300,111300
111,11,111CA,111400,111400
111,11,111CA,111900,111900
1111,11,111CA,1111A0,1111A0
1111,11,111CA,1111B0,1111B0
11111,11,111CA,1111A0,1111A0
111110,11,111CA,1111A0,1111A0
11112,11,111CA,1111A0,1111A0
111120,11,111CA,1111A0,1111A0
11113,11,111CA,1111B0,1111B0
111130,11,111CA,1111B0,1111B0
11114,11,111CA,1111B0,1111B0
111140,11,111CA,1111B0,1111B0
11115,11,111CA,1111B0,1111B0
111150,11,111CA,1111B0,1111B0
11116,11,111CA,1111B0,1111B0
111160,11,111CA,1111B0,1111B0
11119,11,111CA,1111B0,1111B0
111191,11,111CA,1111B0,1111B0
111199,11,111CA,1111B0,1111B0
1112,11,111CA,111200,111200
11121,11,111CA,111200,111200
111211,11,111CA,111200,111200
111219,11,111CA,111200,111200
1113,11,111CA,111300,111300
11131,11,111CA,111300,111300
111310,11,111CA,111300,111300
11132,11,111CA,111300,111300
111320,11,111CA,111300,111300
11133,11,111CA,111300,111300
111331,11,111CA,111300,111300
111332,11,111CA,111300,111300
111333,11,111CA,111300,111300
111334,11,111CA,111300,111300
111335,11,111CA,111300,111300
111336,11,111CA,111300,111300
111339,11,111CA,111300,111300
1114,11,111CA,111400,111400
11141,11,111CA,111400,111400
111411,11,111CA,111400,111400
111419,11,111CA,111400,111400
11142,11,111CA,111400,111400
111421,11,111CA,111400,111400
111422,11,111CA,111400,111400
1119,11,111CA,111900,111900
11191,11,111CA,111900,111900
111910,11,111CA,111900,111900
11192,11,111CA,111900,111900
111920,11,111CA,111900,111900
11193,11,111CA,111900,111900
111930,11,111CA,111900,111900
11194,11,111CA,111900,111900
111940,11,111CA,111900,111900
11199,11,111CA,111900,111900
111991,11,111CA,111900,111900
111992,11,111CA,111900,111900
111998,11,111CA,111900,111900
112,11,111CA,112120,112120
112,11,111CA,1121A0,1121A0
112,11,111CA,112300,112300
112,11,111CA,112A00,112A00
1121,11,111CA,112120,112120
1121,11,111CA,1121A0,1121A0
11211,11,111CA,1121A0,1121A0
112111,11,111CA,1121A0,1121A0
112112,11,111CA,1121A0,1121A0
11212,11,111CA,112120,112120
112120,11,111CA,112120,112120
11213,11,111CA,1121A0,1121A0
112130,11,111CA,1121A0,1121A0
1122,11,111CA,112A00,112A00
11221,11,111CA,112A00,112A00
112210,11,111CA,112A00,112A00
1123,11,111CA,112300,112300
11231,11,111CA,112300,112300
112310,11,111CA,112300,112300
11232,11,111CA,112300,112300
112320,11,111CA,112300,112300
11233,11,111CA,112300,112300
112330,11,111CA,112300,112300
11234,11,111CA,112300,112300
112340,11,111CA,112300,112300
11239,11,111CA,112300,112300
112390,11,111CA,112300,112300
1124,11,111CA,112A00,112A00
11241,11,111CA,112A00,112A00
112410,11,111CA,112A00,112A00
11242,11,111CA,112A00,112A00
112420,11,111CA,112A00,112A00
1125,11,111CA,112A00,112A00
11251,11,111CA,112A00,112A00
112511,11,111CA,112A00,112A00
112512,11,111CA,112A00,112A00
112519,11,111CA,112A00,112A00
1129,11,111CA,112A00,112A00
11291,11,111CA,112A00,112A00
112910,11,111CA,112A00,112A00
11292,11,111CA,112A00,112A00
112920,11,111CA,112A00,112A00
11293,11,111CA,112A00,112A00
112930,11,111CA,112A00,112A00
11299,11,111CA,112A00,112A00
112990,11,111CA,112A00,112A00
113,11,113FF,113000,113000
1131,11,113FF,113000,113000
11311,11,113FF,113000,113000
113110,11,113FF,113000,113000
1132,11,113FF,113000,113000
11321,11,113FF,113000,113000
113210,11,113FF,113000,113000
1133,11,113FF,113000,113000
11331,11,113FF,113000,113000
113310,11,113FF,113000,113000
114,11,113FF,114000,114000
1141,11,113FF,114000,114000
11411,11,113FF,114000,114000
114111,11,113FF,114000,114000
114112,11,113FF,114000,114000
114119,11,113FF,114000,114000
1142,11,113FF,114000,114000
11421,11,113FF,114000,114000
114210,11,113FF,114000,114000
115,11,113FF,115000,115000
1151,11,113FF,115000,115000
11511,11,113FF,115000,115000
115111,11,113FF,115000,115000
115112,11,113FF,115000,115000
115113,11,113FF,115000,115000
115114,11,113FF,115000,115000
115115,11,113FF,115000,115000
115116,11,113FF,115000,115000
1152,11,113FF,115000,115000
11521,11,113FF,115000,115000
115210,11,113FF,115000,115000
1153,11,113FF,115000,115000
11531,11,113FF,115000,115000
115310,11,113FF,115000,115000
21,21,211,211000,211000
21,21,212,212100,212100
21,21,212,212230,212230
21,21,212,2122A0,2122A0
21,21,212,212310,212310
21,21,212,2123A0,2123A0
21,21,213,213111,213111
21,21,213,21311A,21311A
211,21,211,211000,211000
2111,21,211,211000,211000
21112,21,211,211000,211000
211120,21,211,211000,211000
21113,21,211,211000,211000
211130,21,211,211000,211000
212,21,212,212100,212100
212,21,212,212230,212230
212,21,212,2122A0,2122A0
212,21,212,212310,212310
212,21,212,2123A0,2123A0
2121,21,212,212100,212100
21211,21,212,212100,212100
212111,21,212,212100,212100
212112,21,212,212100,212100
212113,21,212,212100,212100
2122,21,212,212230,212230
2122,21,212,2122A0,2122A0
21221,21,212,2122A0,2122A0
212210,21,212,2122A0,2122A0
21222,21,212,2122A0,2122A0
212221,21,212,2122A0,2122A0
212222,21,212,2122A0,2122A0
21223,21,212,212230,212230
212230,21,212,212230,212230
21229,21,212,2122A0,2122A0
212291,21,212,2122A0,2122A0
212299,21,212,2122A0,2122A0
2123,21,212,212310,212310
2123,21,212,2123A0,2123A0
21231,21,212,212310,212310
212311,21,212,212310,212310
212312,21,212,212310,212310
212313,21,212,212310,212310
212319,21,212,212310,212310
21232,21,212,2123A0,2123A0
212321,21,212,2123A0,2123A0
212322,21,212,2123A0,2123A0
212324,21,212,2123A0,2123A0
212325,21,212,2123A0,2123A0
21239,21,212,2123A0,2123A0
212391,21,212,2123A0,2123A0
212392,21,212,2123A0,2123A0
212393,21,212,2123A0,2123A0
212399,21,212,2123A0,2123A0
213,21,213,213111,213111
213,21,213,21311A,21311A
2131,21,213,213111,213111
2131,21,213,21311A,21311A
21311,21,213,213111,213111
21311,21,213,21311A,21311A
213111,21,213,213111,213111
213112,21,213,21311A,21311A
213113,21,213,21311A,21311A
213114,21,213,21311A,21311A
213115,21,213,21311A,21311A
22,22,22,221100,221100
22,22,22,221200,221200
22,22,22,221300,221300
221,22,22,221100,221100
221,22,22,221200,221200
221,22,22,221300,221300
2211,22,22,221100,221100
22111,22,22,221100,221100
221111,22,22,221100,221100
221112,22,22,221100,221100
221113,22,22,221100,221100
221114,22,22,221100,221100
221115,22,22,221100,221100
221116,22,22,221100,221100
221117,22,22,221100,221100
221118,22,22,221100,221100
22112,22,22,221100,221100
221121,22,22,221100,221100
221122,22,22,221100,221100
2212,22,22,221200,221200
22121,22,22,221200,221200
221210,22,22,221200,221200
2213,22,22,221300,221300
22131,22,22,221300,221300
221310,22,22,221300,221300
22132,22,22,221300,221300
221320,22,22,221300,221300
22133,22,22,221300,221300
221330,22,22,221300,221300
23,23,23,230301,230301
23,23,23,230302,230302
23,23,23,233210,233210
23,23,23,233230,233230
23,23,23,233240,233240
23,23,23,233262,233262
23,23,23,2332A0,2332A0
23,23,23,2332C0,2332C0
23,23,23,2332D0,2332D0
23,23,23,233411,233411
23,23,23,233412,233412
23,23,23,2334A0,2334A0
236,23,23,230301,230301
236,23,23,230302,230302
236,23,23,233210,233210
236,23,23,233230,233230
236,23,23,233262,233262
236,23,23,2332A0,2332A0
236,23,23,2332D0,2332D0
236,23,23,233411,233411
236,23,23,233412,233412
236,23,23,2334A0,2334A0
2361,23,23,230302,230302
2361,23,23,233411,233411
2361,23,23,233412,233412
2361,23,23,2334A0,2334A0
23611,23,23,230302,230302
23611,23,23,233411,233411
23611,23,23,233412,233412
23611,23,23,2334A0,2334A0
236115,23,23,233411,233411
236116,23,23,233412,233412
236117,23,23,233411,233411
236117,23,23,233412,233412
236117,23,23,2334A0,2334A0
236118,23,23,230302,230302
2362,23,23,230301,230301
2362,23,23,233210,233210
2362,23,23,233230,233230
2362,23,23,233262,233262
2362,23,23,2332A0,2332A0
2362,23,23,2332D0,2332D0
23621,23,23,230301,230301
23621,23,23,233230,233230
236210,23,23,230301,230301
236210,23,23,233230,233230
23622,23,23,230301,230301
23622,23,23,233210,233210
23622,23,23,233262,233262
23622,23,23,2332A0,2332A0
236220,23,23,230301,230301
236220,23,23,233210,233210
236220,23,23,233262,233262
236220,23,23,2332A0,2332A0
237,23,23,233240,233240
237,23,23,2332C0,2332C0
237,23,23,2332D0,2332D0
2371,23,23,233240,233240
23711,23,23,233240,233240
237110,23,23,233240,233240
23712,23,23,233240,233240
237120,23,23,233240,233240
23713,23,23,233240,233240
237130,23,23,233240,233240
2372,23,23,233210,233210
2372,23,23,233230,233230
2372,23,23,233240,233240
2372,23,23,233262,233262
2372,23,23,2332A0,2332A0
2372,23,23,2332C0,2332C0
2372,23,23,2332D0,2332D0
2372,23,23,233411,233411
2372,23,23,233412,233412
2372,23,23,2334A0,2334A0
23721,23,23,233210,233210
23721,23,23,233230,233230
23721,23,23,233240,233240
23721,23,23,233262,233262
23721,23,23,2332A0,2332A0
23721,23,23,2332C0,2332C0
23721,23,23,2332D0,2332D0
23721,23,23,233411,233411
23721,23,23,233412,233412
23721,23,23,2334A0,2334A0
237210,23,23,233210,233210
237210,23,23,233230,233230
237210,23,23,233240,233240
237210,23,23,233262,233262
237210,23,23,2332A0,2332A0
237210,23,23,2332C0,2332C0
237210,23,23,2332D0,2332D0
237210,23,23,233411,233411
237210,23,23,233412,233412
237210,23,23,2334A0,2334A0
2373,23,23,2332C0,2332C0
23731,23,23,2332C0,2332C0
237310,23,23,2332C0,2332C0
2379,23,23,2332D0,2332D0
23799,23,23,2332D0,2332D0
237990,23,23,2332D0,2332D0
238,23,23,230301,230301
238,23,23,230302,230302
238,23,23,233210,233210
238,23,23,233230,233230
238,23,23,233240,233240
238,23,23,233262,233262
238,23,23,2332A0,2332A0
238,23,23,2332D0,2332D0
238,23,23,233411,233411
238,23,23,233412,233412
238,23,23,2334A0,2334A0
2381,23,23,230301,230301
2381,23,23,230302,230302
2381,23,23,233210,233210
2381,23,23,233230,233230
2381,23,23,233240,233240
2381,23,23,233262,233262
2381,23,23,2332A0,2332A0
2381,23,23,2332D0,2332D0
2381,23,23,233411,233411
2381,23,23,233412,233412
2381,23,23,2334A0,2334A0
23811,23,23,230301,230301
23811,23,23,230302,230302
23811,23,23,233210,233210
23811,23,23,233230,233230
23811,23,23,233240,233240
23811,23,23,233262,233262
23811,23,23,2332A0,2332A0
23811,23,23,2332D0,2332D0
23811,23,23,233411,233411
23811,23,23,233412,233412
23811,23,23,2334A0,2334A0
238110,23,23,230301,230301
238110,23,23,230302,230302
238110,23,23,233210,233210
238110,23,23,233230,233230
238110,23,23,233240,233240
238110,23,23,233262,233262
238110,23,23,2332A0,2332A0
238110,23,23,2332D0,2332D0
238110,23,23,233411,233411
238110,23,23,233412,233412
238110,23,23,2334A0,2334A0
23812,23,23,230301,230301
23812,23,23,230302,230302
23812,23,23,233210,233210
23812,23,23,233230,233230
23812,23,23,233240,233240
23812,23,23,233262,233262
23812,23,23,2332A0,2332A0
23812,23,23,2332D0,2332D0
23812,23,23,233411,233411
23812,23,23,233412,233412
23812,23,23,2334A0,2334A0
238120,23,23,230301,230301
238120,23,23,230302,230302
238120,23,23,233210,233210
238120,23,23,233230,233230
238120,23,23,233240,233240
238120,23,23,233262,233262
238120,23,23,2332A0,2332A0
238120,23,23,2332D0,2332D0
238120,23,23,233411,233411
238120,23,23,233412,233412
238120,23,23,2334A0,2334A0
23813,23,23,230301,230301
23813,23,23,230302,230302
23813,23,23,233210,233210
23813,23,23,233230,233230
23813,23,23,233240,233240
23813,23,23,233262,233262
23813,23,23,2332A0,2332A0
23813,23,23,2332D0,2332D0
23813,23,23,233411,233411
23813,23,23,233412,233412
23813,23,23,2334A0,2334A0
238130,23,23,230301,230301
238130,23,23,230302,230302
238130,23,23,233210,233210
238130,23,23,233230,233230
238130,23,23,233240,233240
238130,23,23,233262,233262
238130,23,23,2332A0,2332A0
238130,23,23,2332D0,2332D0
238130,23,23,233411,233411
238130,23,23,233412,233412
238130,23,23,2334A0,2334A0
23814,23,23,230301,230301
23814,23,23,230302,230302
23814,23,23,233210,233210
23814,23,23,233230,233230
23814,23,23,233240,233240
23814,23,23,233262,233262
23814,23,23,2332A0,2332A0
23814,23,23,2332D0,2332D0
23814,23,23,233411,233411
23814,23,23,233412,233412
23814,23,23,2334A0,2334A0
238140,23,23,230301,230301
238140,23,23,230302,230302
238140,23,23,233210,233210
238140,23,23,233230,233230
238140,23,23,233240,233240
238140,23,23,233262,233262
238140,23,23,2332A0,2332A0
238140,23,23,2332D0,2332D0
238140,23,23,233411,233411
238140,23,23,233412,233412
238140,23,23,2334A0,2334A0
23815,23,23,230301,230301
23815,23,23,230302,230302
23815,23,23,233210,233210
23815,23,23,233230,233230
23815,23,23,233240,233240
23815,23,23,233262,233262
23815,23,23,2332A0,2332A0
23815,23,23,2332D0,2332D0
23815,23,23,233411,233411
23815,23,23,233412,233412
23815,23,23,2334A0,2334A0
238150,23,23,230301,230301
238150,23,23,230302,230302
238150,23,23,233210,233210
238150,23,23,233230,233230
238150,23,23,233240,233240
238150,23,23,233262,233262
238150,23,23,2332A0,2332A0
238150,23,23,2332D0,2332D0
238150,23,23,233411,233411
238150,23,23,233412,233412
238150,23,23,2334A0,2334A0
23816,23,23,230301,230301
23816,23,23,230302,230302
23816,23,23,233210,233210
23816,23,23,233230,233230
23816,23,23,233240,233240
23816,23,23,233262,233262
23816,23,23,2332A0,2332A0
23816,23,23,2332D0,2332D0
23816,23,23,233411,233411
23816,23,23,233412,233412
23816,23,23,2334A0,2334A0
238160,23,23,230301,230301
238160,23,23,230302,230302
238160,23,23,233210,233210
238160,23,23,233230,233230
238160,23,23,233240,233240
238160,23,23,233262,233262
238160,23,23,2332A0,2332A0
238160,23,23,2332D0,2332D0
238160,23,23,233411,233411
238160,23,23,233412,233412
238160,23,23,2334A0,2334A0
23817,23,23,230301,230301
23817,23,23,230302,230302
23817,23,23,233210,233210
23817,23,23,233230,233230
23817,23,23,233240,233240
23817,23,23,233262,233262
23817,23,23,2332A0,2332A0
23817,23,23,2332D0,2332D0
23817,23,23,233411,233411
23817,23,23,233412,233412
23817,23,23,2334A0,2334A0
238170,23,23,230301,230301
238170,23,23,230302,230302
238170,23,23,233210,233210
238170,23,23,233230,233230
238170,23,23,233240,233240
238170,23,23,233262,233262
238170,23,23,2332A0,2332A0
238170,23,23,2332D0,2332D0
238170,23,23,233411,233411
238170,23,23,233412,233412
238170,23,23,2334A0,2334A0
23819,23,23,230301,230301
23819,23,23,230302,230302
23819,23,23,233210,233210
23819,23,23,233230,233230
23819,23,23,233240,233240
23819,23,23,233262,233262
23819,23,23,2332A0,2332A0
23819,23,23,2332D0,2332D0
23819,23,23,233411,233411
23819,23,23,233412,233412
23819,23,23,2334A0,2334A0
238190,23,23,230301,230301
238190,23,23,230302,230302
238190,23,23,233210,233210
238190,23,23,233230,233230
238190,23,23,233240,233240
238190,23,23,233262,233262
238190,23,23,2332A0,2332A0
238190,23,23,2332D0,2332D0
238190,23,23,233411,233411
238190,23,23,233412,233412
238190,23,23,2334A0,2334A0
2382,23,23,230301,230301
2382,23,23,230302,230302
2382,23,23,233210,233210
2382,23,23,233230,233230
2382,23,23,233240,233240
2382,23,23,233262,233262
2382,23,23,2332A0,2332A0
2382,23,23,2332D0,2332D0
2382,23,23,233411,233411
2382,23,23,233412,233412
2382,23,23,2334A0,2334A0
23821,23,23,230301,230301
23821,23,23,230302,230302
23821,23,23,233210,233210
23821,23,23,233230,233230
23821,23,23,233240,233240
23821,23,23,233262,233262
23821,23,23,2332A0,2332A0
23821,23,23,2332D0,2332D0
23821,23,23,233411,233411
23821,23,23,233412,233412
23821,23,23,2334A0,2334A0
238210,23,23,230301,230301
238210,23,23,230302,230302
238210,23,23,233210,233210
238210,23,23,233230,233230
238210,23,23,233240,233240
238210,23,23,233262,233262
238210,23,23,2332A0,2332A0
238210,23,23,2332D0,2332D0
238210,23,23,233411,233411
238210,23,23,233412,233412
238210,23,23,2334A0,2334A0
23822,23,23,230301,230301
23822,23,23,230302,230302
23822,23,23,233210,233210
23822,23,23,233230,233230
23822,23,23,233240,233240
23822,23,23,233262,233262
23822,23,23,2332A0,2332A0
23822,23,23,2332D0,2332D0
23822,23,23,233411,233411
23822,23,23,233412,233412
23822,23,23,2334A0,2334A0
238220,23,23,230301,230301
238220,23,23,230302,230302
238220,23,23,233210,233210
238220,23,23,233230,233230
238220,23,23,233240,233240
238220,23,23,233262,233262
238220,23,23,2332A0,2332A0
238220,23,23,2332D0,2332D0
238220,23,23,233411,233411
238220,23,23,233412,233412
238220,23,23,2334A0,2334A0
23829,23,23,230301,230301
23829,23,23,230302,230302
23829,23,23,233210,233210
23829,23,23,233230,233230
23829,23,23,233240,233240
23829,23,23,233262,233262
23829,23,23,2332A0,2332A0
23829,23,23,2332D0,2332D0
23829,23,23,233411,233411
23829,23,23,233412,233412
23829,23,23,2334A0,2334A0
238290,23,23,230301,230301
238290,23,23,230302,230302
238290,23,23,233210,233210
238290,23,23,233230,233230
238290,23,23,233240,233240
238290,23,23,233262,233262
238290,23,23,2332A0,2332A0
238290,23,23,2332D0,2332D0
238290,23,23,233411,233411
238290,23,23,233412,233412
238290,23,23,2334A0,2334A0
2383,23,23,230301,230301
2383,23,23,230302,230302
2383,23,23,233210,233210
2383,23,23,233230,233230
2383,23,23,233240,233240
2383,23,23,233262,233262
2383,23,23,2332A0,2332A0
2383,23,23,2332D0,2332D0
2383,23,23,233411,233411
2383,23,23,233412,233412
2383,23,23,2334A0,2334A0
23831,23,23,230301,230301
23831,23,23,230302,230302
23831,23,23,233210,233210
23831,23,23,233230,233230
23831,23,23,233240,233240
23831,23,23,233262,233262
23831,23,23,2332A0,2332A0
23831,23,23,2332D0,2332D0
23831,23,23,233411,233411
23831,23,23,233412,233412
23831,23,23,2334A0,2334A0
238310,23,23,230301,230301
238310,23,23,230302,230302
238310,23,23,233210,233210
238310,23,23,233230,233230
238310,23,23,233240,233240
238310,23,23,233262,233262
238310,23,23,2332A0,2332A0
238310,23,23,2332D0,2332D0
238310,23,23,233411,233411
238310,23,23,233412,233412
238310,23,23,2334A0,2334A0
23832,23,23,230301,230301
23832,23,23,230302,230302
23832,23,23,233210,233210
23832,23,23,233230,233230
23832,23,23,233240,233240
23832,23,23,233262,233262
23832,23,23,2332A0,2332A0
23832,23,23,2332D0,2332D0
23832,23,23,233411,233411
23832,23,23,233412,233412
23832,23,23,2334A0,2334A0
238320,23,23,230301,230301
238320,23,23,230302,230302
238320,23,23,233210,233210
238320,23,23,233230,233230
238320,23,23,233240,233240
238320,23,23,233262,233262
238320,23,23,2332A0,2332A0
238320,23,23,2332D0,2332D0
238320,23,23,233411,233411
238320,23,23,233412,233412
238320,23,23,2334A0,2334A0
23833,23,23,230301,230301
23833,23,23,230302,230302
23833,23,23,233210,233210
23833,23,23,233230,233230
23833,23,23,233240,233240
23833,23,23,233262,233262
23833,23,23,2332A0,2332A0
23833,23,23,2332D0,2332D0
23833,23,23,233411,233411
23833,23,23,233412,233412
23833,23,23,2334A0,2334A0
238330,23,23,230301,230301
238330,23,23,230302,230302
238330,23,23,233210,233210
238330,23,23,233230,233230
238330,23,23,233240,233240
238330,23,23,233262,233262
238330,23,23,2332A0,2332A0
238330,23,23,2332D0,2332D0
238330,23,23,233411,233411
238330,23,23,233412,233412
238330,23,23,2334A0,2334A0
23834,23,23,230301,230301
23834,23,23,230302,230302
23834,23,23,233210,233210
23834,23,23,233230,233230
23834,23,23,233240,233240
23834,23,23,233262,233262
23834,23,23,2332A0,2332A0
23834,23,23,2332D0,2332D0
23834,23,23,233411,233411
23834,23,23,233412,233412
23834,23,23,2334A0,2334A0
238340,23,23,230301,230301
238340,23,23,230302,230302
238340,23,23,233210,233210
238340,23,23,233230,233230
238340,23,23,233240,233240
238340,23,23,233262,233262
238340,23,23,2332A0,2332A0
238340,23,23,2332D0,2332D0
238340,23,23,233411,233411
238340,23,23,233412,233412
238340,23,23,2334A0,2334A0
23835,23,23,230301,230301
23835,23,23,230302,230302
23835,23,23,233210,233210
23835,23,23,233230,233230
23835,23,23,233240,233240
23835,23,23,233262,233262
23835,23,23,2332A0,2332A0
23835,23,23,2332D0,2332D0
23835,23,23,233411,233411
23835,23,23,233412,233412
23835,23,23,2334A0,2334A0
238350,23,23,230301,230301
238350,23,23,230302,230302
238350,23,23,233210,233210
238350,23,23,233230,233230
238350,23,23,233240,233240
238350,23,23,233262,233262
238350,23,23,2332A0,2332A0
238350,23,23,2332D0,2332D0
238350,23,23,233411,233411
238350,23,23,233412,233412
238350,23,23,2334A0,2334A0
23839,23,23,230301,230301
23839,23,23,230302,230302
23839,23,23,233210,233210
23839,23,23,233230,233230
23839,23,23,233240,233240
23839,23,23,233262,233262
23839,23,23,2332A0,2332A0
23839,23,23,2332D0,2332D0
23839,23,23,233411,233411
23839,23,23,233412,233412
23839,23,23,2334A0,2334A0
238390,23,23,230301,230301
238390,23,23,230302,230302
238390,23,23,233210,233210
238390,23,23,233230,233230
238390,23,23,233240,233240
238390,23,23,233262,233262
238390,23,23,2332A0,2332A0
238390,23,23,2332D0,2332D0
238390,23,23,233411,233411
238390,23,23,233412,233412
238390,23,23,2334A0,2334A0
2389,23,23,230301,230301
2389,23,23,230302,230302
2389,23,23,233210,233210
2389,23,23,233230,233230
2389,23,23,233240,233240
2389,23,23,233262,233262
2389,23,23,2332A0,2332A0
2389,23,23,2332D0,2332D0
2389,23,23,233411,233411
2389,23,23,233412,233412
2389,23,23,2334A0,2334A0
23891,23,23,230301,230301
23891,23,23,230302,230302
23891,23,23,233210,233210
23891,23,23,233230,233230
23891,23,23,233240,233240
23891,23,23,233262,233262
23891,23,23,2332A0,2332A0
23891,23,23,2332D0,2332D0
23891,23,23,233411,233411
23891,23,23,233412,233412
23891,23,23,2334A0,2334A0
238910,23,23,230301,230301
238910,23,23,230302,230302
238910,23,23,233210,233210
238910,23,23,233230,233230
238910,23,23,233240,233240
238910,23,23,233262,233262
238910,23,23,2332A0,2332A0
238910,23,23,2332D0,2332D0
238910,23,23,233411,233411
238910,23,23,233412,233412
238910,23,23,2334A0,2334A0
23899,23,23,230301,230301
23899,23,23,230302,230302
23899,23,23,233210,233210
23899,23,23,233230,233230
23899,23,23,233240,233240
23899,23,23,233262,233262
23899,23,23,2332A0,2332A0
23899,23,23,2332D0,2332D0
23899,23,23,233411,233411
23899,23,23,233412,233412
23899,23,23,2334A0,2334A0
238990,23,23,230301,230301
238990,23,23,230302,230302
238990,23,23,233210,233210
238990,23,23,233230,233230
238990,23,23,233240,233240
238990,23,23,233262,233262
238990,23,23,2332A0,2332A0
238990,23,23,2332D0,2332D0
238990,23,23,233411,233411
238990,23,23,233412,233412
238990,23,23,2334A0,2334A0
31,31G,311FT,311111,311111
31,31G,311FT,311119,311119
31,31G,311FT,311210,311210
31,31G,311FT,311221,311221
31,31G,311FT,311224,311224
31,31G,311FT,311225,311225
31,31G,311FT,311230,311230
31,31G,311FT,311300,311300
31,31G,311FT,311410,311410
31,31G,311FT,311420,311420
31,31G,311FT,311513,311513
31,31G,311FT,311514,311514
31,31G,311FT,31151A,31151A
31,31G,311FT,311520,311520
31,31G,311FT,311615,311615
31,31G,311FT,31161A,31161A
31,31G,311FT,311700,311700
31,31G,311FT,311810,311810
31,31G,311FT,3118A0,3118A0
31,31G,311FT,311910,311910
31,31G,311FT,311920,311920
31,31G,311FT,311930,311930
31,31G,311FT,311940,311940
31,31G,311FT,311990,311990
31,31G,311FT,312110,312110
31,31G,311FT,312120,312120
31,31G,311FT,312130,312130
31,31G,311FT,312140,312140
31,31G,311FT,312200,312200
31,31G,313TT,313100,313100
31,31G,313TT,313200,313200
31,31G,313TT,313300,313300
31,31G,313TT,314110,314110
31,31G,313TT,314120,314120
31,31G,313TT,314900,314900
31,31G,315AL,315000,315000
31,31G,315AL,316000,316000
311,31G,311FT,311111,311111
311,31G,311FT,311119,311119
311,31G,311FT,311210,311210
311,31G,311FT,311221,311221
311,31G,311FT,311224,311224
311,31G,311FT,311225,311225
311,31G,311FT,311230,311230
311,31G,311FT,311300,311300
311,31G,311FT,311410,311410
311,31G,311FT,311420,311420
311,31G,311FT,311513,311513
311,31G,311FT,311514,311514
311,31G,311FT,31151A,31151A
311,31G,311FT,311520,311520
311,31G,311FT,311615,311615
311,31G,311FT,31161A,31161A
311,31G,311FT,311700,311700
311,31G,311FT,311810,311810
311,31G,311FT,3118A0,3118A0
311,31G,311FT,311910,311910
311,31G,311FT,311920,311920
311,31G,311FT,311930,311930
311,31G,311FT,311940,311940
311,31G,311FT,311990,311990
3111,31G,311FT,311111,311111
3111,31G,311FT,311119,311119
31111,31G,311FT,311111,311111
31111,31G,311FT,311119,311119
311111,31G,311FT,311111,311111
311119,31G,311FT,311119,311119
3112,31G,311FT,311210,311210
3112,31G,311FT,311221,311221
3112,31G,311FT,311224,311224
3112,31G,311FT,311225,311225
3112,31G,311FT,311230,311230
31121,31G,311FT,311210,311210
311211,31G,311FT,311210,311210
311212,31G,311FT,311210,311210
311213,31G,311FT,311210,311210
31122,31G,311FT,311221,311221
31122,31G,311FT,311224,311224
31122,31G,311FT,311225,311225
311221,31G,311FT,311221,311221
311224,31G,311FT,311224,311224
311225,31G,311FT,311225,311225
31123,31G,311FT,311230,311230
311230,31G,311FT,311230,311230
3113,31G,311FT,311300,311300
31131,31G,311FT,311300,311300
311313,31G,311FT,311300,311300
311314,31G,311FT,311300,311300
31134,31G,311FT,311300,311300
311340,31G,311FT,311300,311300
31135,31G,311FT,311300,311300
311351,31G,311FT,311300,311300
311352,31G,311FT,311300,311300
3114,31G,311FT,311410,311410
3114,31G,311FT,311420,311420
31141,31G,311FT,311410,311410
311411,31G,311FT,311410,311410
311412,31G,311FT,311410,311410
31142,31G,311FT,311420,311420
311421,31G,311FT,311420,311420
311422,31G,311FT,311420,311420
311423,31G,311FT,311420,311420
3115,31G,311FT,311513,311513
3115,31G,311FT,311514,311514
3115,31G,311FT,31151A,31151A
3115,31G,311FT,311520,311520
31151,31G,311FT,311513,311513
31151,31G,311FT,311514,311514
31151,31G,311FT,31151A,31151A
311511,31G,311FT,31151A,31151A
311512,31G,311FT,31151A,31151A
311513,31G,311FT,311513,311513
311514,31G,311FT,311514,311514
31152,31G,311FT,311520,311520
311520,31G,311FT,311520,311520
3116,31G,311FT,311615,311615
3116,31G,311FT,31161A,31161A
31161,31G,311FT,311615,311615
31161,31G,311FT,31161A,31161A
311611,31G,311FT,31161A,31161A
311612,31G,311FT,31161A,31161A
311613,31G,311FT,31161A,31161A
311615,31G,311FT,311615,311615
3117,31G,311FT,311700,311700
31171,31G,311FT,311700,311700
311710,31G,311FT,311700,311700
3118,31G,311FT,311810,311810
3118,31G,311FT,3118A0,3118A0
31181,31G,311FT,311810,311810
311811,31G,311FT,311810,311810
311812,31G,311FT,311810,311810
311813,31G,311FT,311810,311810
31182,31G,311FT,3118A0,3118A0
311821,31G,311FT,3118A0,3118A0
311824,31G,311FT,3118A0,3118A0
