NAICS,BEA_Sector,BEA_Summary,BEA_Detail,USEEIO
335929,31G,335,335920,335920
33593,31G,335,335930,335930
335931,31G,335,335930,335930
335932,31G,335,335930,335930
33599,31G,335,335991,335991
33599,31G,335,335999,335999
335991,31G,335,335991,335991
335999,31G,335,335999,335999
336,31G,3361MV,336111,336111
336,31G,3361MV,336112,336112
336,31G,3361MV,336120,336120
336,31G,3361MV,336211,336211
336,31G,3361MV,336212,336212
336,31G,3361MV,336213,336213
336,31G,3361MV,336214,336214
336,31G,3361MV,336310,336310
336,31G,3361MV,336320,336320
336,31G,3361MV,336350,336350
336,31G,3361MV,336360,336360
336,31G,3361MV,336370,336370
336,31G,3361MV,336390,336390
336,31G,3361MV,3363A0,3363A0
336,31G,3364OT,336411,336411
336,31G,3364OT,336412,336412
336,31G,3364OT,336413,336413
336,31G,3364OT,336414,336414
336,31G,3364OT,33641A,33641A
336,31G,3364OT,336500,336500
336,31G,3364OT,336611,336611
336,31G,3364OT,336612,336612
336,31G,3364OT,336991,336991
336,31G,3364OT,336992,336992
336,31G,3364OT,336999,336999
3361,31G,3361MV,336111,336111
3361,31G,3361MV,336112,336112
3361,31G,3361MV,336120,336120
33611,31G,3361MV,336111,336111
33611,31G,3361MV,336112,336112
336111,31G,3361MV,336111,336111
336112,31G,3361MV,336112,336112
33612,31G,3361MV,336120,336120
336120,31G,3361MV,336120,336120
3362,31G,3361MV,336211,336211
3362,31G,3361MV,336212,336212
3362,31G,3361MV,336213,336213
3362,31G,3361MV,336214,336214
33621,31G,3361MV,336211,336211
33621,31G,3361MV,336212,336212
33621,31G,3361MV,336213,336213
33621,31G,3361MV,336214,336214
336211,31G,3361MV,336211,336211
336212,31G,3361MV,336212,336212
336213,31G,3361MV,336213,336213
336214,31G,3361MV,336214,336214
3363,31G,3361MV,336310,336310
3363,31G,3361MV,336320,336320
3363,31G,3361MV,336350,336350
3363,31G,3361MV,336360,336360
3363,31G,3361MV,336370,336370
3363,31G,3361MV,336390,336390
3363,31G,3361MV,3363A0,3363A0
33631,31G,3361MV,336310,336310
336310,31G,3361MV,336310,336310
33632,31G,3361MV,336320,336320
336320,31G,3361MV,336320,336320
33633,31G,3361MV,3363A0,3363A0
336330,31G,3361MV,3363A0,3363A0
33634,31G,3361MV,3363A0,3363A0
336340,31G,3361MV,3363A0,3363A0
33635,31G,3361MV,336350,336350
336350,31G,3361MV,336350,336350
33636,31G,3361MV,336360,336360
336360,31G,3361MV,336360,336360
33637,31G,3361MV,336370,336370
336370,31G,3361MV,336370,336370
33639,31G,3361MV,336390,336390
336390,31G,3361MV,336390,336390
3364,31G,3364OT,336411,336411
3364,31G,3364OT,336412,336412
3364,31G,3364OT,336413,336413
3364,31G,3364OT,336414,336414
3364,31G,3364OT,33641A,33641A
33641,31G,3364OT,336411,336411
33641,31G,3364OT,336412,336412
33641,31G,3364OT,336413,336413
33641,31G,3364OT,336414,336414
33641,31G,3364OT,33641A,33641A
336411,31G,3364OT,336411,336411
336412,31G,3364OT,336412,336412
336413,31G,3364OT,336413,336413
336414,31G,3364OT,336414,336414
336415,31G,3364OT,33641A,33641A
336419,31G,3364OT,33641A,33641A
3365,31G,3364OT,336500,336500
33651,31G,3364OT,336500,336500
336510,31G,3364OT,336500,336500
3366,31G,3364OT,336611,336611
3366,31G,3364OT,336612,336612
33661,31G,3364OT,336611,336611
33661,31G,3364OT,336612,336612
336611,31G,3364OT,336611,336611
336612,31G,3364OT,336612,336612
3369,31G,3364OT,336991,336991
3369,31G,3364OT,336992,336992
3369,31G,3364OT,336999,336999
33699,31G,3364OT,336991,336991
33699,31G,3364OT,336992,336992
33699,31G,3364OT,336999,336999
336991,31G,3364OT,336991,336991
336992,31G,3364OT,336992,336992
336999,31G,3364OT,336999,336999
337,31G,337,337110,337110
337,31G,337,337121,337121
337,31G,337,337122,337122
337,31G,337,337127,337127
337,31G,337,33712N,33712N
337,31G,337,337215,337215
337,31G,337,33721A,33721A
337,31G,337,337900,337900
3371,31G,337,337110,337110
3371,31G,337,337121,337121
3371,31G,337,337122,337122
3371,31G,337,337127,337127
3371,31G,337,33712N,33712N
33711,31G,337,337110,337110
337110,31G,337,337110,337110
33712,31G,337,337121,337121
33712,31G,337,337122,337122
33712,31G,337,337127,337127
33712,31G,337,33712N,33712N
337121,31G,337,337121,337121
337122,31G,337,337122,337122
337124,31G,337,33712N,33712N
337125,31G,337,33712N,33712N
337127,31G,337,337127,337127
3372,31G,337,337215,337215
3372,31G,337,33721A,33721A
33721,31G,337,337215,337215
33721,31G,337,33721A,33721A
337211,31G,337,33721A,33721A
337212,31G,337,33721A,33721A
337214,31G,337,33721A,33721A
337215,31G,337,337215,337215
3379,31G,337,337900,337900
33791,31G,337,337900,337900
337910,31G,337,337900,337900
33792,31G,337,337900,337900
337920,31G,337,337900,337900
339,31G,339,339112,339112
339,31G,339,339113,339113
339,31G,339,339114,339114
339,31G,339,339115,339115
339,31G,339,339116,339116
339,31G,339,339910,339910
339,31G,339,339920,339920
339,31G,339,339930,339930
339,31G,339,339940,339940
339,31G,339,339950,339950
339,31G,339,339990,339990
3391,31G,339,339112,339112
3391,31G,339,339113,339113
3391,31G,339,339114,339114
3391,31G,339,339115,339115
3391,31G,339,339116,339116
33911,31G,339,339112,339112
33911,31G,339,339113,339113
33911,31G,339,339114,339114
33911,31G,339,339115,339115
33911,31G,339,339116,339116
339112,31G,339,339112,339112
339113,31G,339,339113,339113
339114,31G,339,339114,339114
339115,31G,339,339115,339115
339116,31G,339,339116,339116
3399,31G,339,339910,339910
3399,31G,339,339920,339920
3399,31G,339,339930,339930
3399,31G,339,339940,339940
3399,31G,339,339950,339950
3399,31G,339,339990,339990
33991,31G,339,339910,339910
339910,31G,339,339910,339910
33992,31G,339,339920,339920
339920,31G,339,339920,339920
33993,31G,339,339930,339930
339930,31G,339,339930,339930
33994,31G,339,339940,339940
339940,31G,339,339940,339940
33995,31G,339,339950,339950
339950,31G,339,339950,339950
33999,31G,339,339990,339990
339991,31G,339,339990,339990
339992,31G,339,339990,339990
339993,31G,339,339990,339990
339994,31G,339,339990,339990
339995,31G,339,339990,339990
339999,31G,339,339990,339990
42,42,42,423100,423100
42,42,42,423400,423400
42,42,42,423600,423600
42,42,42,423800,423800
42,42,42,423A00,423A00
42,42,42,424200,424200
42,42,42,424400,424400
42,42,42,424700,424700
42,42,42,424A00,424A00
42,42,42,425000,425000
423,42,42,423100,423100
423,42,42,423400,423400
423,42,42,423600,423600
423,42,42,423800,423800
423,42,42,423A00,423A00
4231,42,42,423100,423100
42311,42,42,423100,423100
423110,42,42,423100,423100
42312,42,42,423100,423100
423120,42,42,423100,423100
42313,42,42,423100,423100
423130,42,42,423100,423100
42314,42,42,423100,423100
423140,42,42,423100,423100
4232,42,42,423A00,423A00
42321,42,42,423A00,423A00
423210,42,42,423A00,423A00
42322,42,42,423A00,423A00
423220,42,42,423A00,423A00
4233,42,42,423A00,423A00
42331,42,42,423A00,423A00
423310,42,42,423A00,423A00
42332,42,42,423A00,423A00
423320,42,42,423A00,423A00
42333,42,42,423A00,423A00
423330,42,42,423A00,423A00
42339,42,42,423A00,423A00
423390,42,42,423A00,423A00
4234,42,42,423400,423400
42341,42,42,423400,423400
423410,42,42,423400,423400
42342,42,42,423400,423400
423420,42,42,423400,423400
42343,42,42,423400,423400
423430,42,42,423400,423400
42344,42,42,423400,423400
423440,42,42,423400,423400
42345,42,42,423400,423400
423450,42,42,423400,423400
42346,42,42,423400,423400
423460,42,42,423400,423400
42349,42,42,423400,423400
423490,42,42,423400,423400
4235,42,42,423A00,423A00
42351,42,42,423A00,423A00
423510,42,42,423A00,423A00
42352,42,42,423A00,423A00
423520,42,42,423A00,423A00
4236,42,42,423600,423600
42361,42,42,423600,423600
423610,42,42,423600,423600
42362,42,42,423600,423600
423620,42,42,423600,423600
42369,42,42,423600,423600
423690,42,42,423600,423600
4237,42,42,423A00,423A00
42371,42,42,423A00,423A00
423710,42,42,423A00,423A00
42372,42,42,423A00,423A00
423720,42,42,423A00,423A00
42373,42,42,423A00,423A00
423730,42,42,423A00,423A00
42374,42,42,423A00,423A00
423740,42,42,423A00,423A00
4238,42,42,423800,423800
42381,42,42,423800,423800
423810,42,42,423800,423800
42382,42,42,423800,423800
423820,42,42,423800,423800
42383,42,42,423800,423800
423830,42,42,423800,423800
42384,42,42,423800,423800
423840,42,42,423800,423800
42385,42,42,423800,423800
423850,42,42,423800,423800
42386,42,42,423800,423800
423860,42,42,423800,423800
4239,42,42,423A00,423A00
42391,42,42,423A00,423A00
423910,42,42,423A00,423A00
42392,42,42,423A00,423A00
423920,42,42,423A00,423A00
42393,42,42,423A00,423A00
423930,42,42,423A00,423A00
42394,42,42,423A00,423A00
423940,42,42,423A00,423A00
42399,42,42,423A00,423A00
423990,42,42,423A00,423A00
424,42,42,424200,424200
424,42,42,424400,424400
424,42,42,424700,424700
424,42,42,424A00,424A00
4241,42,42,424A00,424A00
42411,42,42,424A00,424A00
424110,42,42,424A00,424A00
42412,42,42,424A00,424A00
424120,42,42,424A00,424A00
42413,42,42,424A00,424A00
424130,42,42,424A00,424A00
4242,42,42,424200,424200
42421,42,42,424200,424200
424210,42,42,424200,424200
4243,42,42,424A00,424A00
42431,42,42,424A00,424A00
424310,42,42,424A00,424A00
42432,42,42,424A00,424A00
424320,42,42,424A00,424A00
42433,42,42,424A00,424A00
424330,42,42,424A00,424A00
42434,42,42,424A00,424A00
424340,42,42,424A00,424A00
4244,42,42,424400,424400
42441,42,42,424400,424400
424410,42,42,424400,424400
42442,42,42,424400,424400
424420,42,42,424400,424400
42443,42,42,424400,424400
424430,42,42,424400,424400
42444,42,42,424400,424400
424440,42,42,424400,424400
42445,42,42,424400,424400
424450,42,42,424400,424400
42446,42,42,424400,424400
424460,42,42,424400,424400
42447,42,42,424400,424400
424470,42,42,424400,424400
42448,42,42,424400,424400
424480,42,42,424400,424400
42449,42,42,424400,424400
424490,42,42,424400,424400
4245,42,42,424A00,424A00
42451,42,42,424A00,424A00
424510,42,42,424A00,424A00
42452,42,42,424A00,424A00
424520,42,42,424A00,424A00
42459,42,42,424A00,424A00
424590,42,42,424A00,424A00
4246,42,42,424A00,424A00
42461,42,42,424A00,424A00
424610,42,42,424A00,424A00
42469,42,42,424A00,424A00
424690,42,42,424A00,424A00
4247,42,42,424700,424700
42471,42,42,424700,424700
424710,42,42,424700,424700
42472,42,42,424700,424700
424720,42,42,424700,424700
4248,42,42,424A00,424A00
42481,42,42,424A00,424A00
424810,42,42,424A00,424A00
42482,42,42,424A00,424A00
424820,42,42,424A00,424A00
4249,42,42,424A00,424A00
42491,42,42,424A00,424A00
424910,42,42,424A00,424A00
42492,42,42,424A00,424A00
424920,42,42,424A00,424A00
42493,42,42,424A00,424A00
424930,42,42,424A00,424A00
42494,42,42,424A00,424A00
424940,42,42,424A00,424A00
42495,42,42,424A00,424A00
