"","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"325610/US",64.52,64.853,64.865,66.336,67.369,66.915,67.653,69.135,72.791,76.95,78.87,85.003,88.675,88.584,93.029,97.349,97.037,97.584,98.034,98.265,100,103.129,103.77,104.187,108.504,119.475
"325620/US",77.996,79.383,80.657,81.979,82.529,82.838,83.604,84.131,85.838,87.432,89.058,89.654,90.732,91.733,92.899,94.778,95.794,98.732,99.428,99.09,100,101.369,102.673,103.161,103.307,109.266
"325910/US",63.926,64.015,63.664,64.133,65.437,65.078,64.215,63.43,65.974,68.932,73.181,79.23,84.621,84.769,87.664,90.299,92.144,92.85,95.868,98.934,100,101.503,102.865,103.206,106.934,117.756
"3259A0/US",71.923,71.923,71.126,72.4,74.05,72.366,73.194,75.031,80.103,84.371,86.691,91.335,92.05,92.603,98.111,100.86,100.893,101.53,100.59,98.935,100,102.766,103.779,102.991,108.386,119.944
"326110/US",58.357,57.031,57.113,60.174,61.545,60.853,63.465,66.488,74.495,79.31,78.931,88.12,84.37,89.177,95.316,97.157,99.27,102.035,98.996,97.06,100,103.259,101.132,100.287,117.65,130.234
"326120/US",57.848,56.621,58.303,61.897,57.227,58.395,61.079,65.542,73.526,84.579,81.077,87.964,85.168,88.913,94.278,97.745,99.285,100.674,99.708,97.017,100,104.07,104.842,106.232,133.061,165.616
"326130/US",67.497,70.03,70.7,71.72,74.152,74.445,74.791,77.048,80.225,83.016,82.732,86.085,86.453,87.079,89.586,91.378,94.668,97.744,98.563,98.798,100,101.651,103.113,104.558,109.338,124.845
"326140/US",56.587,55.839,55.884,57.097,57.196,58.148,59.884,63.147,70.081,74.161,77.061,82.996,82.423,82.264,86.838,90.101,91.479,92.716,94.217,93.406,100,105.052,105.241,104.728,128.937,172.215
"326150/US",61.977,61.544,61.426,61.76,61.597,62.213,63.939,64.468,69.975,85.899,83.739,88.79,89.971,88.787,90.001,93.524,95.711,97.965,98.428,98.475,100,104.485,103.746,101.794,110.684,124.292
"326160/US",80.313,79.364,79.74,82.919,83.486,81.188,85.081,86.909,96.499,100.654,99.844,107.035,96.702,97.367,106.532,108.446,111.241,109.494,102.298,97.714,100,106.805,107.744,101.382,109.476,125.351
"326190/US",70.156,69.999,70.202,71.523,72.793,72.53,73.179,74.25,78.268,81.845,82.495,86.488,87.705,89.566,93.74,95.495,98.351,99.558,99.332,98.831,100,103.032,104.611,104.692,116.2,131.934
"326210/US",64.081,63.252,62.854,62.696,63.14,63.847,65.591,68.694,71.931,76.711,78.521,86.525,86.763,91.192,102.41,104.78,104.838,102.278,100.23,98.513,100,101.601,103.734,102.648,107.068,122.66
"326220/US",54.745,55.244,55.536,56.139,57.539,57.086,57.92,59.758,63.33,65.786,67.426,71.737,75.962,78.097,86.576,93.233,96.859,96.839,96.353,96.9,100,103.157,105.629,107.746,112.55,123.406
"326290/US",73.337,73.596,73.389,73.963,74.413,74.234,74.068,73.91,75.812,78.697,80.339,85.186,86.917,88.75,95.086,99.501,99.538,99.19,99.489,99.284,100,101.065,102.213,102.461,105.565,121.026
"423100/US",79.539,78.878,80.689,80.08,77.986,76.939,75.206,76.103,75.982,79.915,80.447,84.855,85.345,84.153,92.038,95.343,99.799,96.932,92.985,97.671,100,102.844,107.763,102.907,110.879,140.109
"423400/US",134.96,126.562,118.541,113.407,101.279,94.372,87.765,85.676,81.819,83.708,84.433,86.341,88.388,86.745,87.147,87.857,92.288,96.195,97.804,98.096,100,103.638,103.376,104.253,110.59,115.23
"423600/US",104.08,101.78,100.507,98.877,96.248,95.092,92.075,90.42,90.121,93.649,95.421,98.333,101.388,99.455,106.488,105.869,98.787,95.908,96.951,97.786,100,101.937,107.334,109.926,130.425,139.265
"423800/US",61.537,62.446,63.432,63.997,64.39,65.264,65.174,67.308,70.319,73.316,74.973,77.101,79.285,78.107,79.221,83.095,86.378,87.169,87.969,95.503,100,101.971,108.573,111.211,114.112,133.895
"423A00/US",72.353,70.905,71.114,71.285,69.446,69.677,69.494,75.815,78.193,81.653,83.502,86.305,89.232,87.745,89.791,93.177,94.351,95.131,96.554,98.853,100,103.297,105.11,107.279,127.921,141.772
"424200/US",59.686,63.176,64.748,65.661,65.521,66.239,66.468,68.286,70.991,73.139,76.008,79.807,87.654,91.377,96.893,97.949,105.617,114.706,116.499,104.701,100,103.651,110.301,112.21,108.477,113.177
"424400/US",72.99,73.049,73.57,73.767,75.125,74.97,75.639,78.986,81.301,83.027,86.455,90.949,100.115,104.502,107.738,104.223,93.515,94.362,98.163,99.399,100,102.426,106.119,105.808,107.905,122.232
"424700/US",50.689,48.208,51.226,58.629,57.436,56.83,60.904,66.715,76.728,83.015,82.942,81.187,84.324,84.622,85.493,88.155,92.861,92.896,95.912,97.626,100,99.356,100.194,94.225,108.438,113.691
"424A00/US",57.546,56.602,56.961,58.74,59.092,59.924,61.46,63.962,66.608,69.546,72.505,76.073,83.123,86.772,86.357,90.561,94.607,95.384,94.749,93.58,100,101.202,101.532,102.188,103.007,115.567
"425000/US",69.18,67.087,68.349,71.495,69.988,69.745,70.815,74.536,78.201,81.398,82.692,84.808,85.224,86.639,93.343,97.614,96.896,98.287,94.652,96.7,100,102.638,105.031,105.552,112.125,125.83
"4200ID/US",100.874,94.781,94.837,92.368,93.293,86.907,88.157,86.012,87.452,86.843,91.921,96.515,90.119,96.799,102.283,104.679,108.638,108.408,104.563,101.82,100,131.269,188.586,175.086,194.427,206.945
"441000/US",86.294,86.254,88.576,89.583,88.271,94.434,95.305,96.06,98.643,102.656,103.601,103.118,105.879,108.645,111.886,111.922,111.523,110.658,108.46,102.581,100,100.62,100.577,110.753,148.828,178.269
"445000/US",53.946,54.771,55.914,57.328,60.244,61.549,63.904,66.783,71.02,73.352,75.542,80.048,81.375,79.642,83.511,87.113,89.002,91.737,95.993,99.038,100,103.154,105.068,108.434,110.446,124.12
"452000/US",92.863,93.259,93.184,93.888,94.365,86.851,84.703,85.596,86.583,88.04,89.85,91.97,90.89,92.305,91.297,99.444,98.745,100.046,99.984,100.416,100,99.52,102.668,100.054,104.992,122.306
"444000/US",74.931,73.618,73.374,74.288,74.698,73.123,73.913,77.984,79.747,87.257,88.357,87.1,87.889,87.37,89.147,93.255,98.206,96.241,97.54,97.805,100,104.552,106.535,117.164,143.482,155.472
"446000/US",63.855,64.742,66.084,67.778,70.387,74.777,77.122,78.403,82.17,88.814,90.875,95.048,100.071,99.632,96.584,99.458,102.985,105.847,102.462,101.491,100,101.594,103.439,103.973,103.666,104.746
"447000/US",46.963,43.591,46.596,55.41,55.34,49.122,49.959,54.103,53.669,52.039,67.375,66.258,65.039,67.317,71.543,74.489,79.262,85.625,91.828,96.605,100,101.991,102.731,122.851,123.505,150.386
"448000/US",90.278,88.638,87.468,86.662,85.294,83.227,81.67,81.965,83.978,85.965,86.022,88.216,89.2,92.304,97.506,98.221,96.957,99.184,100.662,100.758,100,98.465,99.316,93.493,101.707,109.26
"454000/US",83.971,83.116,83.342,86.841,86.842,86.432,87.664,89.627,92.166,93.301,93.959,97.956,99.409,97.082,96.449,95.809,96.763,97.606,99.478,99.801,100,101.231,106.747,109.859,115.932,112.188
"4B0000/US",106.049601386407,104.325666673496,101.575278911565,100.197286664717,96.9902348475643,94.2936827755329,93.3217727112178,92.7005777771657,93.9574973320979,94.6619605294087,94.4102171708015,95.8128148078268,96.5678762367019,95.01439207338,95.6201143908681,95.6610720713796,97.9414342433438,98.181065976539,97.7471186596019,97.0942481239489,100,99.255980346072,97.8714099010806,100.789839798696,108.683856906445,115.937122314576
"481000/US",53.335,53.176,55.979,65.804,71.182,72.393,73.956,74.575,78.765,82.851,84.689,92.31,85.694,91.07,97.365,102.162,102.761,105.102,101.545,98.881,100,102.779,106.283,94.536,96.205,114.675
"482000/US",55.515,56.222,56.231,57.063,58.24,59.465,60.313,62.535,68.693,74.541,77.329,86.115,81.822,85.68,92.588,96.693,99.68,101.398,98.035,96.635,100,105.45,108.601,108.868,114.074,124.524
"483000/US",63.404,65.595,72.02,77.494,80.234,83.186,90.149,91.367,93.234,93.716,92.667,100.274,86.977,93.955,96.249,94.488,94.394,97.129,96.695,95.628,100,106.038,108.372,102.061,113.484,137.505
"484000/US",63.268,64.637,66.377,69.138,71.084,72.064,74.053,76.904,81.134,84.159,85.799,91.262,87.393,88.93,94.067,97.148,98.473,100.078,98.437,97.796,100,106.173,108.901,108.657,121.918,144.867
"485000/US",55.136,55.664,55.736,57.217,58.989,60.435,63.955,67.163,70.011,73.43,74.549,78.282,82.352,86.09,90.335,91.847,94.773,95.165,96.571,98.665,100,101.204,101.738,100.235,103.206,105.166
"486000/US",56.358,54.22,53.682,55.615,57.269,58.051,59.23,61.785,64.181,69.063,72.536,76.683,75.865,81.913,85.634,87.277,92.493,94.006,93.687,97.714,100,102.617,110.237,114.649,121.089,133.889
"48A000/US",77.414,77.753,78.578,80.46,81.076,80.951,82.027,83.082,84.771,86.583,88.041,91.774,88.689,91.139,94.692,96.152,97.345,98.293,97.964,98.219,100,102.148,104.239,101.123,125.462,137.655
"492000/US",38.192,37.509,38.947,42.761,44.682,45.563,47.15,50.483,54.147,57.813,62.562,67.563,67.32,72.955,80.249,85.407,90.01,94.224,96.572,96.654,100,105.873,110.722,114.608,122.552,137.249
"493000/US",82.274,83.264,85.168,86.682,88.502,89.589,90.742,91.448,91.878,92.741,97.464,101.344,101.909,100.367,98.577,96.484,95.264,95.407,96.735,97.361,100,103.723,103.64,103.489,110.407,125.976
"511110/US",69.603,70.564,72.017,73.739,77.64,79.635,81.011,81.494,82.825,84.561,84.965,86.166,87.319,88.276,89.553,91.149,92.904,95.044,96.248,98.747,100,102.541,106.918,114.489,117.637,121.162
"511120/US",72.851,75.035,76.33,78.105,81.121,83.858,86.202,86.924,88.365,89.959,90.809,92.705,93.326,94.068,94.264,94.692,95.783,96.524,97.602,98.294,100,100.567,101.049,103.532,103.174,103.902
"511130/US",61.929,63.293,64.99,66.084,68.156,70.851,73.046,75.489,78.014,80.586,81.728,84.623,87.19,89.252,90.628,92.852,94.564,96.283,98.413,98.698,100,101.925,103.577,106.131,110.878,116.334
"5111A0/US",82.112,84.338,87.727,88.244,86.858,83.439,85.031,86.438,92.597,97.778,99.348,99.899,100.275,100.303,101.073,101.644,101.788,101.637,101.535,101.02,100,99.605,100.477,100.813,101.551,104.845
"511200/US",152.677,145.596,143.928,145.992,144.472,141.014,133.835,127.352,124.417,124.319,122.276,121.914,118.521,113.105,111.735,108.684,106.789,105.106,103.079,101.407,100,97.989,97.74,97.002,95.448,93.833
"512100/US",92.624,93.068,94.917,97.102,98.45,98.285,99.172,100.717,99.071,97.875,98.234,98.587,93.022,94.863,94.824,97.677,96.683,96.754,96.525,100.259,100,101.851,101.336,100.813,101.549,106.098
"512200/US",109.519,110.147,111.91,113.332,118.119,117.157,120.199,120.663,121.89,119.707,117.511,115.522,110.678,105.666,103.216,100.075,100.49,100.59,98.708,97.069,100,97.274,93.735,91.84,91.019,91.279
"515100/US",79.301,80.24,81.982,84.26,88.347,90.229,91.773,92.48,93.353,95.092,95.563,96.109,94.284,94.617,94.954,96.472,97.672,98.55,97.044,100.887,100,100.236,99.867,98.38,97.985,99.728
"515200/US",78.371,78.666,79.741,83.895,87.188,87.26,89.723,91.371,92.145,93.645,92.919,95.56,93.975,95.406,96.189,99.68,98.95,99.084,97.646,101.4,100,101.165,99.716,98.669,97.935,100.391
"517110/US",93.255,92.007,90.398,88.819,87.838,86.256,86.418,86.384,87.108,87.907,88.225,89.109,89.965,90.628,91.945,93.336,94.393,95.414,97.109,98.81,100,102.587,103.833,104.914,105.963,108.809
"517210/US",228.775,225.912,220.724,209.263,199.892,201.144,200.314,195.515,171.573,158.853,154.764,145.958,141.549,135.854,131.592,129.123,127.795,124.06,115.066,106.713,100,96.707,96.109,95.996,96.006,96.705
"517A00/US",129.387,128.675,126.052,125.328,122.895,120.611,118.183,115.756,110.408,107.881,107.279,105.633,104.674,103.198,102.874,102.597,104.437,104.119,103.096,101.133,100,101.082,101.513,102.653,102.738,104.906
"518200/US",92.219,93.628,95.027,96.892,98.14,98.822,98.354,97.028,96.987,97.799,98.623,99.512,99.439,98.858,99.242,99.615,99.835,100.026,100.084,99.666,100,96.823,96.656,95.381,94.565,94.011
"519130/US",101.018,104.499,106.576,105.62,102.829,98.025,98.839,98.769,103.839,107.851,101.971,102.434,103.579,103.673,103.579,103.477,102.961,102.497,102.124,100.76,100,98.845,99.799,100.403,102.097,103.93
"5191A0/US",79.187,82.83,84.006,84.787,87.521,89.179,91.357,91.859,93.001,92.946,88.357,89.72,91.385,92.406,92.987,94.253,95.182,97.02,98.173,99.232,100,101.055,102.819,105.279,107.62,111.131
"522A00/US",71.075,72.492,73.887,76.384,78.982,80.058,80.946,82.311,82.898,83.623,84.785,85.976,83.378,85.204,86.586,90.9,93.657,94.751,95.766,98.082,100,107.565,108.45,108.058,104.724,110.132
"52A000/US",54.519,53.798,51.239,54.003,56.573,57.53,63.193,64.649,67.219,72.132,74.883,72.203,58.011,65.139,65.232,67.04,71.191,77.166,81.577,90.683,100,107.744,111.533,109.811,118.435,135.488
"523900/US",41.34,43.399,44.334,45.549,46.375,47.71,48.852,53.106,56.761,60.343,65.365,63.561,58.016,63.776,68.153,71.723,80.259,89.106,92.648,93.755,100,105.202,107.623,112.033,129.297,121.22
"523A00/US",104.604,98.867,90.209,80.857,77.659,77.333,78.978,81.236,83.087,84.041,87.347,89.497,84.679,88.297,92.51,93.603,96.036,99.599,98.314,99.25,100,105.277,105.249,105.349,107.839,107.25
"524113/US",86.619,87.362,87.682,86.385,87.445,89.253,91.114,92.372,93.051,93.454,93.579,93.443,94.292,95.251,96.879,98.004,97.973,98.812,99.047,100.274,100,100.164,100.589,101.504,101.777,103.902
"5241XX/US",70.083,71.138,71.754,72.819,74.412,76.272,79.725,82.287,84.136,85.342,85.761,85.85,87.893,89.901,91.711,93.232,94.819,97.148,98.891,100.239,100,104.506,104.493,110.204,108.32,112.451
"524200/US",77.737,79.065,80.589,82.727,85.347,88.833,90.974,93.032,93.936,94.305,95.09,94.695,94.834,95.011,95.111,95.557,96.368,97.166,98.092,98.782,100,101.162,101.947,102.655,103.059,103.383
"525000/US",56.652,58.157,59.012,61.558,61.505,63.076,67.461,69.475,72.107,74.582,76.876,77.517,72.557,77.138,78.531,84.021,86.335,89.244,92.787,98.362,100,105.504,108.242,113.15,125.248,136.036
"531HSO/US",59.482,61.394,63.076,65.048,67.527,70.236,71.931,73.698,75.496,78.132,80.774,82.782,84.115,84.109,85.149,86.873,88.753,91.092,93.756,96.772,100,103.32,106.74,109.674,112.554,118.972
"531HST/US",54.095,55.749,57.512,59.688,62.308,64.594,66.651,68.803,71.179,73.966,76.904,79.146,80.675,80.817,82.188,84.328,86.772,89.607,92.797,96.297,100,103.674,107.469,110.829,113.646,120.863
"531ORE/US",75.027,76.056,78.122,80.308,81.821,83.492,84.516,86.372,88.704,90.84,90.348,91.405,89.778,89.166,89.648,90.301,91.662,93.709,96.024,97.831,100,101.902,104.37,106.192,109.343,114.408
"532100/US",82.662,83.764,82.275,85.06,85.743,88.222,90.853,91.702,92.35,96.049,97.605,103.131,111.526,110.669,109.609,107.801,108.383,110.181,105.171,100.043,100,102.705,102.733,100.312,116.276,125.337
"532400/US",73.312,72.307,72.847,73.495,73.817,74.393,75.53,79.938,82.191,84.117,86.425,87.399,88.456,89.016,90.452,92.847,95.489,95.904,97.323,97.901,100,101.656,102.408,103.272,105.905,113.692
"532A00/US",98.27,96.708,96.752,97.057,97.167,96.503,93.626,93.476,95.192,97.235,99.262,101.616,102.226,102.182,103.981,107.289,105.832,104.07,102.072,100.603,100,101.935,103.629,105.604,111.232,119.622
"533000/US",65.816,61.839,65.682,71.592,71.364,72.432,75.152,78.306,81.665,84.384,86.71,89.517,88.861,90.654,93.098,94.81,96.061,97.363,97.314,98.273,100,102.048,103.514,104.637,109.006,116.042
"541100/US",47.789,49.707,50.951,52.719,55.106,57.458,60.413,64.366,69.16,71.819,74.868,77.178,77.329,80.008,82.946,85.497,88.499,91.628,94.601,96.658,100,102.677,106.37,111.364,116.059,121.783
"541511/US",109.653,108.436,110.35,113.14,113.445,111.274,108.921,107.063,106.855,107.646,107.894,109.106,108.084,106.117,106.519,105.998,104.785,103.866,102.638,101.52,100,97.904,96.58,94.785,93.069,93.265
"541512/US",113.176,111.7,113.125,115.475,114.919,112.252,109.253,107.064,106.45,107.22,107.359,108.693,107.881,105.995,106.527,106.186,105.053,104.133,102.838,101.655,100,97.792,96.293,94.318,92.422,92.467
"54151A/US",139.96,136.248,136.451,138.509,138.174,135.599,130.779,126.09,123.938,124,122.498,122.184,119.411,114.502,113.231,110.427,108.1,106.03,103.638,101.81,100,97.376,96.261,94.869,92.993,91.406
"541200/US",67.77,69.316,72.607,75.152,76.977,78.449,81.827,83.154,84.503,86.668,90.171,92.031,92.657,93.192,92.233,92.545,93.975,95.242,97.099,98.207,100,102.344,105.878,107.052,108.741,111.499
"541300/US",62.977,64.707,66.823,68.758,71.24,74.412,76.22,77.801,79.106,82.038,85.558,87.14,88.247,88.646,89.93,91.324,92.765,93.612,95.995,97.835,100,102.209,104.357,104.755,106.462,111.7
"541610/US",61.409,64.815,67.877,72.443,71.518,72.466,74.115,81.933,85.419,90.374,92.499,95.096,96.412,97.401,98.298,99.102,99.993,98.893,100.086,99.913,100,98.884,96.855,94.386,94.193,94.771
"5416A0/US",60.683,64.098,67.118,71.709,70.767,71.727,73.394,81.396,84.938,90.012,92.157,94.761,96.164,97.239,98.206,99.102,100.036,98.755,99.963,99.948,100,99.938,98.118,95.746,96.077,97.054
"541700/US",69.62,70.713,72.427,75.147,74.952,74.435,75.692,77.518,79.61,81.447,83.927,86.414,85.617,87.709,90.423,92.687,93.842,96.045,98.471,97.027,100,103.589,105.595,110.522,113.815,118.114
"541800/US",76.528,77.719,80.525,81.709,82.171,79.77,80.872,81.674,86.589,92.389,94.154,94.685,94.308,94.227,95.298,96.531,97.664,98.506,99.094,99.596,100,100.123,101.052,99.917,99.075,103.978
"541400/US",71.59,74.28,78.38,80.987,82.307,83.394,83.99,83.842,85.954,89.292,91.921,92.965,92.753,92.299,92.16,92.504,93.442,94.504,96.041,97.994,100,100.062,99.479,99.601,100.256,102.525
"541920/US",78.833,79.518,79.978,80.938,82.498,84.865,86.292,86.272,86.332,87.023,88.036,89.96,92.463,93.914,96.662,98.806,99.422,101.066,101.187,102.187,100,98.054,95.685,96.35,96.921,102
"541940/US",45.275,46.492,48.15,51.358,54.3,56.035,58.602,61.591,64.741,67.364,71.13,75.614,79.33,81.704,85.443,87.918,89.903,92.358,95.187,98.195,100,102.396,106.068,109.366,112.949,122.745
"5419A0/US",51.637,54.213,56.804,59.868,61.751,64.065,66.508,70.502,73.266,76.551,79.242,82.171,84.091,86.295,88.357,90.083,92.112,93.457,95.338,97.545,100,102.929,103.506,104.084,104.822,110.122
"550000/US",58.519,61.798,64.7,69.125,68.209,69.115,70.709,78.393,81.791,86.636,92.994,94.722,96.069,97.114,98.054,98.896,99.793,98.779,99.971,99.944,100,99.911,99.181,98.311,98.436,99.42
"561300/US",75.389,76.494,78.265,80.058,81.123,81.521,82.251,83.585,85.152,87.048,88.598,89.758,89.933,90.062,90.541,91.171,92.719,94.464,95.957,98.66,100,100.274,102.259,104.097,107.912,112.916
"561700/US",64.415,65.783,67.487,69.672,72.631,74.609,75.274,76.675,78.226,80.649,82.881,85.472,86.71,86.809,88.043,89.691,91.172,93.299,95.593,97.866,100,102.181,104.588,106.682,109.702,116.691
"561100/US",62.044,65.552,68.673,73.358,72.455,73.487,74.091,82.011,85.481,90.457,92.131,94.602,95.834,95.895,96.675,97.335,98.213,97.848,98.946,99.05,100,100.832,100.318,99.342,101.177,102.895
"561200/US",68.666,70.97,73.58,77.251,80.552,83.767,83.095,85.242,85.753,87.322,88.671,90.782,91.757,91.229,92.141,92.864,93.582,95.273,97.056,98.735,100,100.989,103.026,105.007,107.918,115.45
"561400/US",70.273,72.305,73.732,75.814,75.59,75.869,76.076,80.107,82.284,85.675,87.725,90.197,91.247,91.771,92.98,94.212,95.448,96.029,97.783,99.078,100,101.621,101.874,101.805,103.396,106.505
"561500/US",82.687,83.04,84.56,90.363,92.699,89.559,89.168,88.075,88.463,91.639,93.53,93.807,94.479,94.751,95.616,96.565,97.671,98.052,99.267,99.526,100,100.752,102.995,97.68,98.679,103.348
"561600/US",58.351,62.358,65.916,70.802,73.903,79.427,79.584,82.918,83.253,85.046,86.391,88.227,89.582,89.087,89.718,90.598,91.244,93.036,95.17,97.567,100,102.31,106.04,109.959,114.437,122.762
"561900/US",60.231,62.099,63.911,67.102,69.476,70.761,72.27,74.075,77.288,81.13,83.404,86.922,88.191,88.251,89.254,90.903,92.149,93.76,96.073,98.031,100,103.359,106.226,108.278,111.648,117.091
"562000/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.489,111.161,115.935,123.928
"611100/US",59.251,61.208,63.184,65.853,68.063,70.071,72.08,73.957,76.517,79.154,81.673,84.729,86.475,87.545,89.291,90.643,91.877,94.196,96.105,97.497,100,102.382,105.162,108.249,113.797,118.414
"611A00/US",58.53,60.227,61.66,63.891,65.562,66.622,69.031,71.3,74.112,76.809,79.475,82.345,83.678,85.352,87.413,89.716,91.949,94.256,95.896,97.772,100,102.406,104.863,107.295,111.195,115.285
"611B00/US",44.361,45.98,49.073,51.741,54.378,56.716,59.978,63.822,68.201,71.72,74.455,77.511,80.304,82.794,86.329,89.491,91.895,93.773,95.441,97.158,100,102.152,103.797,106.11,108.387,110.36
"621100/US",75.905,77.522,79.232,80.614,82.907,82.847,83.992,85.669,87.231,88.037,91.617,92.605,94.832,97.13,98.604,99.768,99.926,100.509,99.354,99.56,100,100.797,101.663,102.822,106.672,107.227
"621200/US",48.095,50.124,52.447,54.825,57.044,59.577,62.001,65.037,68.648,72.213,75.918,79.811,82.18,84.433,86.387,88.369,91.395,93.348,95.71,98.41,100,102.722,104.98,108.082,110.549,115.003
"621300/US",66.023,67.492,68.765,70.264,72.596,74.442,76.522,78.295,80.296,82.543,84.63,87.696,89.41,91.095,92.421,93.322,94.862,96.536,97.09,98.188,100,100.078,100.603,101.488,104.373,108.367
"621400/US",64.718,66.189,67.616,68.955,71.05,72.395,74.554,76.449,79.066,81.31,83.682,86.164,87.948,89.746,91.507,93.095,94.41,95.523,96.541,97.962,100,101.217,102.364,104.275,108.273,112.969
"621500/US",87.622,87.229,86.342,87.524,90.35,91.211,93.317,94.575,98.439,98.773,101.181,101.442,102.455,102.303,102.462,102.375,100.687,100.342,100.238,100.023,100,98.753,97.769,97.549,97.565,97.298
"621600/US",72.078,74.013,74.647,77.417,79.489,81.427,82.4,84.447,86.272,87.747,89.823,91.726,92.984,94.027,94.421,95.167,95.209,96.176,97.342,98.978,100,101.999,105.135,108.723,111.51,114.734
"621900/US",64.529,66.013,67.411,68.774,70.887,72.801,74.741,76.656,78.909,81.329,83.567,86.48,88.094,89.694,91.141,92.334,93.894,95.151,96.236,97.556,100,100.674,101.631,102.996,105.804,110.429
"622000/US",59.63,61.232,62.776,64.872,67.642,70.078,72.606,75.223,77.862,80.624,83.06,85.407,87.186,88.915,90.545,92.288,93.909,95.224,96.698,98.319,100,101.973,104.172,106.204,109.947,115.183
"623A00/US",55.294,57.428,59.375,62.257,65.648,68.067,70.327,72.919,75.619,77.897,81.147,84.059,86.369,88.042,89.919,91.306,92.117,93.196,95.101,97.479,100,103.029,106.373,110.104,112.939,117.18
"623B00/US",59.592,61.491,63.176,65.72,68.301,70.503,72.68,74.708,77.295,79.687,82.189,84.674,86.097,87.258,88.84,89.941,91.166,92.754,94.873,97.321,100,103.207,106.472,110.23,114.88,121.322
"624100/US",65.375,67.048,68.578,71.453,72.899,74.646,75.958,77.113,79.425,81.861,83.94,86.026,86.7,87.616,89.404,90.858,92.304,93.729,95.287,97.54,100,102.627,104.889,108.75,114.213,120.768
"624400/US",48.38,50.711,53.282,56.178,58.784,61.268,63.133,65.998,68.873,72.171,75.291,77.98,79.802,82.608,85.148,87.349,89.654,91.518,94.684,97.363,100,101.94,105.142,108.581,111.928,117.802
"624A00/US",61.296,62.874,64.339,67.039,68.728,70.955,72.091,74.259,76.698,79.369,81.986,83.695,84.345,85.555,87.573,89.611,91.867,93.718,95.474,97.41,100,102.225,104.424,108.065,113.223,119.407
"711100/US",59.187,60.607,64.509,68.284,69.786,70.786,73.754,75.781,78.104,81.258,83.859,86.096,86.978,87.746,88.971,90.111,92.029,93.608,94.935,98.009,100,101.915,103.058,105.59,108.19,113.88
"711200/US",51.514,52.482,55.218,57.881,61.069,62.946,64.025,67.144,71.035,74.154,77.241,80.525,81.966,83.411,83.747,86.187,89.01,90.915,95.803,98.445,100,101.463,103.394,107.605,103.927,101.176
"711500/US",56.28,57.882,61.552,65.126,67.146,69.009,72.254,75.019,77.871,80.605,84.167,86.25,87.295,88.468,89.171,90.783,90.307,91.954,94.466,97.863,100,101.684,103.245,105.123,107.392,111.704
"711A00/US",53.461,54.946,58.394,61.338,63.879,64.974,66.723,69.314,73.072,76.01,79.252,82.54,84.082,85.265,85.838,87.836,89.028,91.057,95.048,98,100,101.679,103.23,105.957,105.349,105.574
"712000/US",64.254,66.284,68.016,70.779,71.798,73.013,74.595,76.015,78.691,81.084,83.35,86.037,87.382,87.77,89.283,90.585,92.339,93.898,95.85,97.59,100,100.688,102.444,105.618,108.531,114.886
"713100/US",49.737,50.25,51.914,53.951,55.493,56.688,57.922,58.98,60.394,62.109,63.648,66.772,68.732,70.769,73.689,79.228,84.609,88.433,92.304,96.383,100,102.522,107.361,111.718,112.93,120.984
"713200/US",65.411,66.234,67.567,69.583,71.415,72.611,74.284,76.147,78.952,81.507,84.078,87.126,86.934,88.446,91.053,93.27,94.531,96.038,96.36,97.62,100,102.799,104.945,107.493,112.38,121.571
"713900/US",67.095,69.448,71.448,73.277,75.126,76.612,78.868,80.715,83.092,86.027,88.316,90.192,90.254,90.204,91.76,93.708,94.359,95.699,98.195,99.454,100,103.338,106.589,111.505,115.621,120.019
"721000/US",60.445,62.518,64.803,66.663,69.319,69.843,70.779,72.468,76.363,79.222,82.944,85.9,84.916,85.238,87.038,89.563,91.315,93.889,95.796,97.88,100,103.797,106.369,99.356,105.955,119.767
"722110/US",57.351,58.581,60.041,61.599,63.821,65.665,67.133,69.186,71.456,73.871,76.618,80.15,82.868,84.227,85.75,88.27,90.403,92.487,95.285,97.662,100,102.584,105.224,109.158,113.921,122.122
"722211/US",57.18,58.182,59.417,61.014,63.022,64.718,66.069,68.303,70.735,73.026,75.8,79.566,82.773,83.761,85.03,87.729,89.575,91.806,94.927,97.503,100,102.815,105.831,110.509,117.357,125.589
"722A00/US",57.131,59.33,61.244,62.796,64.683,65.715,67.173,69.143,71.329,73.743,76.487,80.098,82.876,84.476,86.56,89.271,91.223,93.148,95.604,97.83,100,102.531,104.943,108.625,113.162,121.054
"811100/US",59.495,60.748,62.444,64.341,66.283,68.91,70.63,72.031,74.391,77.385,79.779,83.8,87.635,89.15,91.024,92.774,94.207,95.506,96.899,98.376,100,102.086,105.179,108.599,113.64,123.332
"811200/US",57.81,59.18,60.857,62.801,65.09,67.457,69.31,71.09,73.589,76.543,78.693,82.184,85.011,86.469,88.286,90.193,91.967,93.773,95.72,97.635,100,102.356,105.884,109.051,113.83,122.412
