"NAICS_Code","BEA_Code","Location","allocation_factor"
"238210","2332A0","US",0.117779344004498
"23817","2332A0","US",0.117779344004498
"23811","2332A0","US",0.117779344004498
"23622","2332A0","US",0.348521339380674
"238290","2332A0","US",0.117779344004498
"236","2332A0","US",0.126061535122229
"238320","2332A0","US",0.117779344004498
"23812","2332A0","US",0.117779344004498
"237210","2332A0","US",0.129184379310242
"238220","2332A0","US",0.117779344004498
"238310","2332A0","US",0.117779344004498
"23814","2332A0","US",0.117779344004498
"23833","2332A0","US",0.117779344004498
"23831","2332A0","US",0.117779344004498
"238390","2332A0","US",0.117779344004498
"23816","2332A0","US",0.117779344004498
"2382","2332A0","US",0.117779344004498
"23839","2332A0","US",0.117779344004498
"238130","2332A0","US",0.117779344004498
"238110","2332A0","US",0.117779344004498
"236220","2332A0","US",0.348521339380674
"238140","2332A0","US",0.117779344004498
"238990","2332A0","US",0.117779344004498
"2383","2332A0","US",0.117779344004498
"237","2332C0","US",0.381609814660055
"237210","2332C0","US",0.0893268351391045
"23721","2332C0","US",0.0893268351391045
"2372","2332C0","US",0.0893268351391045
"238120","2332D0","US",0.066273118253286
"23829","2332D0","US",0.066273118253286
"23816","2332D0","US",0.066273118253286
"2389","2332D0","US",0.066273118253286
"238310","2332D0","US",0.066273118253286
"2362","2332D0","US",0.135874503136401
"23835","2332D0","US",0.066273118253286
"238290","2332D0","US",0.066273118253286
"238330","2332D0","US",0.066273118253286
"238350","2332D0","US",0.066273118253286
"2372","2332D0","US",0.0726906039328771
"238190","2332D0","US",0.066273118253286
"23832","2332D0","US",0.066273118253286
"237210","2332D0","US",0.0726906039328771
"23813","2332D0","US",0.066273118253286
"23834","2332D0","US",0.066273118253286
"23721","2332D0","US",0.0726906039328771
"238110","2332D0","US",0.066273118253286
"23822","2332D0","US",0.066273118253286
"23811","2332D0","US",0.066273118253286
"238160","2332D0","US",0.066273118253286
"23833","2332D0","US",0.066273118253286
"2382","2332D0","US",0.066273118253286
"236","2332D0","US",0.0709334144705987
"238","2332D0","US",0.066273118253286
"238150","2332D0","US",0.066273118253286
"238220","2332D0","US",0.066273118253286
"23891","2332D0","US",0.066273118253286
"23812","2332D0","US",0.066273118253286
"238170","2332D0","US",0.066273118253286
"23831","2332D0","US",0.066273118253286
"238390","2332D0","US",0.066273118253286
"23814","2332D0","US",0.066273118253286
"23821","2332D0","US",0.066273118253286
"23839","2332D0","US",0.066273118253286
"2381","2332D0","US",0.066273118253286
"23899","2332D0","US",0.066273118253286
"238320","2332D0","US",0.066273118253286
"238910","2332D0","US",0.066273118253286
"23819","2332D0","US",0.066273118253286
"238130","2332D0","US",0.066273118253286
"23815","2332D0","US",0.066273118253286
"238140","2332D0","US",0.066273118253286
"238210","2332D0","US",0.066273118253286
"238990","2332D0","US",0.066273118253286
"2383","2332D0","US",0.066273118253286
"237","2332D0","US",0.310538796669056
"238340","2332D0","US",0.066273118253286
"23817","2332D0","US",0.066273118253286
"23819","233411","US",0.171418535161564
"23721","233411","US",0.188017663490059
"23816","233411","US",0.171418535161564
"238160","233411","US",0.171418535161564
"238190","233411","US",0.171418535161564
"23611","233411","US",0.38387483616038
"23829","233411","US",0.171418535161564
"23822","233411","US",0.171418535161564
"23834","233411","US",0.171418535161564
"236","233411","US",0.183472610358955
"23815","233411","US",0.171418535161564
"23811","233411","US",0.171418535161564
"236117","233411","US",0.424142164000233
"238290","233411","US",0.171418535161564
"238990","233411","US",0.171418535161564
"23813","233411","US",0.171418535161564
"238","233411","US",0.171418535161564
"238150","233411","US",0.171418535161564
"238350","233411","US",0.171418535161564
"238340","233411","US",0.171418535161564
"23812","233411","US",0.171418535161564
"238170","233411","US",0.171418535161564
"238310","233411","US",0.171418535161564
"23814","233411","US",0.171418535161564
"23821","233411","US",0.171418535161564
"23833","233411","US",0.171418535161564
"238130","233411","US",0.171418535161564
"2381","233411","US",0.171418535161564
"2382","233411","US",0.171418535161564
"2372","233411","US",0.188017663490059
"23835","233411","US",0.171418535161564
"238120","233411","US",0.171418535161564
"2361","233411","US",0.38387483616038
"2389","233411","US",0.171418535161564
"2383","233411","US",0.171418535161564
"238140","233411","US",0.171418535161564
"238210","233411","US",0.171418535161564
"238330","233411","US",0.171418535161564
"238320","233411","US",0.171418535161564
"23839","233411","US",0.171418535161564
"23899","233411","US",0.171418535161564
"237210","233411","US",0.188017663490059
"23891","233411","US",0.171418535161564
"238910","233411","US",0.171418535161564
"23832","233411","US",0.171418535161564
"238110","233411","US",0.171418535161564
"23817","233411","US",0.171418535161564
"238390","233411","US",0.171418535161564
"238220","233411","US",0.171418535161564
"23831","233411","US",0.171418535161564
"23822","233412","US",0.0614187207549032
"2381","233412","US",0.0614187207549032
"23815","233412","US",0.0614187207549032
"23811","233412","US",0.0614187207549032
"238160","233412","US",0.0614187207549032
"238330","233412","US",0.0614187207549032
"23813","233412","US",0.0614187207549032
"238","233412","US",0.0614187207549032
"238310","233412","US",0.0614187207549032
"238350","233412","US",0.0614187207549032
"238340","233412","US",0.0614187207549032
"23812","233412","US",0.0614187207549032
"238290","233412","US",0.0614187207549032
"237210","233412","US",0.0673661361065847
"238390","233412","US",0.0614187207549032
"23814","233412","US",0.0614187207549032
"23839","233412","US",0.0614187207549032
"23899","233412","US",0.0614187207549032
"236","233412","US",0.0657376578978988
"23816","233412","US",0.0614187207549032
"23829","233412","US",0.0614187207549032
"23835","233412","US",0.0614187207549032
"238220","233412","US",0.0614187207549032
