Row ID,USEEIO Sector Name,USEEIO Sector Code,NAICS Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
90,"Greenhouse, nursery, and floriculture production",111400,1114,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Fertilizer Use,Volatilization & Atm. Deposition Cropland | Surface Leaching & Run-Off Cropland,,Nitrous oxide,Nitrous oxide,6357418.663052947,0.0003199828197630837,265.0,,1684715.945709031,0.12744297043488179,Detail_Use_2022
91,"Greenhouse, nursery, and floriculture production",111400,1114,Process & Fugitive Gases,Agriculture,Agricultural Processes,Urea Consumption,Urea Fertilization,,Carbon dioxide,Carbon dioxide,378985771.6161985,0.01907518480049318,1.0,,378985.7716161985,0.028668970938597518,Detail_Use_2022
92,"Greenhouse, nursery, and floriculture production",111400,1114,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,204894.87574525262,1.0312808322189079e-05,265.0,,54297.142072491944,0.004107392162736905,Detail_Use_2022
93,"Greenhouse, nursery, and floriculture production",111400,1114,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Methane,Methane,176289.41788489535,8.873032911460407e-06,28.0,,4936.10370077707,0.00037339927814174695,Detail_Use_2022
94,"Greenhouse, nursery, and floriculture production",111400,1114,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,12887.26831231872,6.486444691120757e-07,265.0,,3415.126102764461,0.000258342550893843,Detail_Use_2022
95,"Greenhouse, nursery, and floriculture production",111400,1114,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,81312.5242137261,4.092637618971517e-06,28.0,,2276.7506779843307,0.00017222836293618557,Detail_Use_2022
96,"Greenhouse, nursery, and floriculture production",111400,1114,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Cropland,Mineralization and Asymbiotic Fixation Cropland | Drained Organic Soils Cropland,,Nitrous oxide,Nitrous oxide,1221.142898070513,6.146279937942989e-08,265.0,,323.60286798868594,2.4479444646301113e-05,USDA_CoA_Cropland
97,Other crop farming,111900,1119,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Cropland,Mineralization and Asymbiotic Fixation Cropland | Drained Organic Soils Cropland,,Nitrous oxide,Nitrous oxide,58655257.190930374,0.002207159254597568,265.0,,15543643.15559655,0.4602236355141272,USDA_CoA_Cropland
98,Other crop farming,111900,1119,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Fertilizer Use,Organic Amendment Cropland | Residue N Cropland | Synthetic Fertilizer Cropland,,Nitrous oxide,Nitrous oxide,42322521.846384674,0.0015925690252637694,265.0,,11215468.289291939,0.33207295988604074,Detail_Use_2022
99,Other crop farming,111900,1119,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,4059025162.227823,0.15273848211581648,1.0,,4059025.162227823,0.1201815622054606,Detail_Use_2022
100,Other crop farming,111900,1119,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Fertilizer Use,Volatilization & Atm. Deposition Cropland | Surface Leaching & Run-Off Cropland,,Nitrous oxide,Nitrous oxide,8619816.376052659,0.0003243580950537219,265.0,,2284251.3396539544,0.06763320834376242,Detail_Use_2022
101,Other crop farming,111900,1119,Process & Fugitive Gases,Agriculture,Agricultural Processes,Urea Consumption,Urea Fertilization,,Carbon dioxide,Carbon dioxide,513854432.6887998,0.019336008755928495,1.0,,513854.4326887998,0.015214448296951568,Detail_Use_2022
102,Other crop farming,111900,1119,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,517725.44496345083,1.948167243512515e-05,265.0,,137197.24291531448,0.004062201717122318,Detail_Use_2022
103,Other crop farming,111900,1119,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Methane,Methane,445445.5826912981,1.6761828135138217e-05,28.0,,12472.476315356347,0.00036929105591634664,Detail_Use_2022
104,Other crop farming,111900,1119,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,18558.654846694844,6.983501353412924e-07,265.0,,4918.043534374134,0.0001456157898344099,Detail_Use_2022
105,Other crop farming,111900,1119,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,117096.27168649723,4.406256695634891e-06,28.0,,3278.6956072219223,9.70771907843609e-05,Detail_Use_2022
106,Dairy cattle and milk production,112120,11212,Process & Fugitive Gases,Agriculture,Agricultural Processes,Enteric Fermentation,Dairy Cattle,,Methane,Methane,1746428571.219,0.045312349416714234,28.0,,48899999.994132005,0.5078402643688062,Direct
107,Dairy cattle and milk production,112120,11212,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Dairy Cattle,,Methane,Methane,1192857142.714,0.03094953927440195,28.0,,33399999.995992,0.34686840142981856,Direct
108,Dairy cattle and milk production,112120,11212,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Dairy Cattle,,Nitrous oxide,Nitrous oxide,23396227.0,0.0006070319910746718,265.0,,6200000.155,0.06438874679304034,Direct
109,Dairy cattle and milk production,112120,11212,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,4413041338.1611395,0.11449954175084685,1.0,,4413041.33816114,0.04583067648489075,Detail_Use_2022
110,Dairy cattle and milk production,112120,11212,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,9701019.189612899,0.00025169994264991177,265.0,,2570770.0852474184,0.02669817095869391,USDA_CoA_Cropland_NAICS
111,Dairy cattle and milk production,112120,11212,Process & Fugitive Gases,Agriculture,Agricultural Processes,Urea Consumption,Urea Fertilization,,Carbon dioxide,Carbon dioxide,305992338.56256837,0.007939192012935716,1.0,,305992.33856256836,0.0031778165670570836,Detail_Use_2022
112,Dairy cattle and milk production,112120,11212,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,1039109.7269937812,2.696045163701368e-05,265.0,,275364.077653352,0.0028597334562358214,Detail_Use_2022
113,Dairy cattle and milk production,112120,11212,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,720782.1809578403,1.8701213765705992e-05,265.0,,191007.27795382767,0.001983664346504663,USDA_CoA_Cropland_NAICS
114,Dairy cattle and milk production,112120,11212,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Methane,Methane,894039.1907019694,2.3196491897202257e-05,28.0,,25033.097339655145,0.00025997576221811996,Detail_Use_2022
115,Dairy cattle and milk production,112120,11212,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,20177.285861952507,5.235142406193894e-07,265.0,,5346.980753417414,5.5529900198696675e-05,Detail_Use_2022
116,Dairy cattle and milk production,112120,11212,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,127309.06235955388,3.303125482838303e-06,28.0,,3564.6537460675086,3.701993253585709e-05,Detail_Use_2022
117,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Process & Fugitive Gases,Agriculture,Agricultural Processes,Enteric Fermentation,Beef Cattle,,Methane,Methane,4892857142.27,0.055569707120694166,28.0,,136999999.98356003,0.6237196628082977,Direct
118,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,240247894.06001693,0.002728570387625265,265.0,,63665691.92590449,0.28985068543976095,USDA_CoA_Cropland_NAICS
119,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Beef Cattle,,Nitrous oxide,Nitrous oxide,24150944.0,0.00027428981589796593,265.0,,6400000.16,0.02913726965143991,Direct
120,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,17850330.74014742,0.0002027317827590026,265.0,,4730337.646139066,0.02153580001440367,USDA_CoA_Cropland_NAICS
121,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Beef Cattle,,Methane,Methane,153571428.553,0.0017441586906495248,28.0,,4299999.999484,0.019576602555296932,Direct
122,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,1764676052.5531075,0.02004197722351313,1.0,,1764676.0525531075,0.008034037610192566,Detail_Use_2022
123,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,30185.40580175597,3.4282508378012207e-07,265.0,,7999.1325374653325,3.641763685858003e-05,Detail_Use_2022
124,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,8068.443152391298,9.163582950847027e-08,265.0,,2138.1374353836936,9.734294601425893e-06,Detail_Use_2022
125,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,50908.03289699245,5.781784335653153e-07,28.0,,1425.4249211157887,6.489529571266948e-06,Detail_Use_2022
126,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11211,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Methane,Methane,25971.20888482834,2.949631328558909e-07,28.0,,727.1938487751935,3.3106941767062747e-06,Detail_Use_2022
127,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11213,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,1764676052.5531075,0.02004197722351313,1.0,,1764676.0525531075,0.008034037610192566,Detail_Use_2022
128,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11213,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,30185.40580175597,3.4282508378012207e-07,265.0,,7999.1325374653325,3.641763685858003e-05,Detail_Use_2022
129,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11213,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,8068.443152391298,9.163582950847027e-08,265.0,,2138.1374353836936,9.734294601425893e-06,Detail_Use_2022
130,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11213,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,50908.03289699245,5.781784335653153e-07,28.0,,1425.4249211157887,6.489529571266948e-06,Detail_Use_2022
131,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",1121A0,11213,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Methane,Methane,25971.20888482834,2.949631328558909e-07,28.0,,727.1938487751935,3.3106941767062747e-06,Detail_Use_2022
132,Poultry and egg production,112300,1123,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Poultry,,Methane,Methane,107142857.13,0.0024040850209796484,28.0,,2999999.99964,0.32719943285548025,Direct
133,Poultry and egg production,112300,1123,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,2459196336.6360297,0.055179759387798816,1.0,,2459196.3366360296,0.26821588224138043,Detail_Use_2022
134,Poultry and egg production,112300,1123,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Poultry,,Nitrous oxide,Nitrous oxide,8679245.5,0.0001947460116229497,265.0,,2300000.0575,0.25085290482395967,Direct
135,Poultry and egg production,112300,1123,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,4892779.533266199,0.00010978480789073079,265.0,,1296586.5763155427,0.14141413082312784,USDA_CoA_Cropland_NAICS
136,Poultry and egg production,112300,1123,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,363531.7314607042,8.156971110029936e-06,265.0,,96335.90883708661,0.010507018246298171,USDA_CoA_Cropland_NAICS
137,Poultry and egg production,112300,1123,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,40247.20773567462,9.030719531418903e-07,265.0,,10665.510049953775,0.00116324961329269,Detail_Use_2022
138,Poultry and egg production,112300,1123,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,11243.925373163982,2.5229262398554944e-07,265.0,,2979.6402238884552,0.0003249788638288904,Detail_Use_2022
139,Poultry and egg production,112300,1123,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,70943.81307237846,1.5918462780168838e-06,28.0,,1986.4267660265969,0.0002166525704436144,Detail_Use_2022
140,Poultry and egg production,112300,1123,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Methane,Methane,34628.278513104444,7.769937063994535e-07,28.0,,969.5917983669244,0.00010574996218835093,Detail_Use_2022
141,"Animal production, except cattle and poultry and eggs",112A00,1122,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Swine,,Methane,Methane,849999999.898,0.025704608682049112,28.0,,23799999.997144002,0.4792815689623464,Direct
142,"Animal production, except cattle and poultry and eggs",112A00,1122,Process & Fugitive Gases,Agriculture,Agricultural Processes,Enteric Fermentation,Swine,,Methane,Methane,110714285.701,0.0033480792821156406,28.0,,3099999.9996280004,0.06242743125139806,Direct
143,"Animal production, except cattle and poultry and eggs",112A00,1122,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Swine,,Nitrous oxide,Nitrous oxide,6792453.0,0.00020540864279666143,265.0,,1800000.045,0.03624818679846298,Direct
144,"Animal production, except cattle and poultry and eggs",112A00,1122,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,3522778.934538222,0.00010653135764298482,265.0,,933536.4176526287,0.018799445335702998,USDA_CoA_Cropland_NAICS
145,"Animal production, except cattle and poultry and eggs",112A00,1122,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,257404891.27976033,0.007784108239983076,1.0,,257404.89127976034,0.005183589082602943,Detail_Use_2022
146,"Animal production, except cattle and poultry and eggs",112A00,1122,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,261741.18758444767,7.915240945459286e-06,265.0,,69361.41470987863,0.001396791918974279,USDA_CoA_Cropland_NAICS
147,"Animal production, except cattle and poultry and eggs",112A00,1122,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,66316.42183719116,2.0054560855567666e-06,265.0,,17573.851786855656,0.0003539001368960778,Detail_Use_2022
148,"Animal production, except cattle and poultry and eggs",112A00,1122,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Methane,Methane,57057.95891363802,1.7254735367617642e-06,28.0,,1597.6228495818643,3.217273890964605e-05,Detail_Use_2022
149,"Animal production, except cattle and poultry and eggs",112A00,1122,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,1176.9053755976588,3.559046134019774e-08,265.0,,311.87992453337955,6.280600822527467e-06,Detail_Use_2022
150,"Animal production, except cattle and poultry and eggs",112A00,1122,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,7425.712302356098,2.2455885757699583e-07,28.0,,207.91994446597073,4.187067109839186e-06,Detail_Use_2022
151,"Animal production, except cattle and poultry and eggs",112A00,1124,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,7292963.077787722,0.00022054442596430756,265.0,,1932635.2156137463,0.03891917808749546,USDA_CoA_Cropland_NAICS
152,"Animal production, except cattle and poultry and eggs",112A00,1124,Process & Fugitive Gases,Agriculture,Agricultural Processes,Enteric Fermentation,Sheep,,Methane,Methane,46428571.423,0.001404033247338817,28.0,,1299999.9998440002,0.02617924536348951,Direct
153,"Animal production, except cattle and poultry and eggs",112A00,1124,Process & Fugitive Gases,Agriculture,Agricultural Processes,Enteric Fermentation,Goats,,Methane,Methane,24999999.996999998,0.000756017902413209,28.0,,699999.999916,0.014096516734186656,Direct
154,"Animal production, except cattle and poultry and eggs",112A00,1124,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Sheep,,Nitrous oxide,Nitrous oxide,1132075.5,3.423477379944357e-05,265.0,,300000.0075,0.006041364466410497,Direct
155,"Animal production, except cattle and poultry and eggs",112A00,1124,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,257404891.27976033,0.007784108239983076,1.0,,257404.89127976034,0.005183589082602943,Detail_Use_2022
156,"Animal production, except cattle and poultry and eggs",112A00,1124,Process & Fugitive Gases,Agriculture,Agricultural Processes,Agricultural Soils - Pasture,All activities Grassland,,Nitrous oxide,Nitrous oxide,541864.4917722911,1.6386370260441853e-05,265.0,,143594.09031965715,0.0028916807105203693,USDA_CoA_Cropland_NAICS
157,"Animal production, except cattle and poultry and eggs",112A00,1124,Process & Fugitive Gases,Agriculture,Agricultural Processes,Manure,Sheep,,Methane,Methane,3571428.5710000005,0.00010800255748760132,28.0,,99999.99998800001,0.0020137881048838085,Direct
158,"Animal production, except cattle and poultry and eggs",112A00,1124,Fuel Combustion,Energy,Mobile Combustion,Other Non-Road Vehicles,Agricultural Equipment Non-Road,Aggregated Fossil Fuels,Nitrous oxide,Nitrous oxide,66316.42183719116,2.0054560855567666e-06,265.0,,17573.851786855656,0.0003539001368960778,Detail_Use_2022
