Row ID,USEEIO Sector Name,USEEIO Sector Code,NAICS Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
3636,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,79.42883786734987,2.369312667562041e-09,3170.0,,251.7894160394991,0.0015440333078496184,Detail_Use_2022
3637,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,129.930004002498,3.87573093910327e-09,1300.0,,168.90900520324743,0.001035790678304944,Detail_Use_2022
3638,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,21.711002378501416,6.476256526220444e-10,4800.0,,104.2128114168068,0.0006390580448661848,Detail_Use_2022
3639,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,2994.437831368233,8.932221188904167e-08,28.0,,83.84425927831053,0.0005141531802011181,EIA_MECS_Energy
3640,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,59100.648686676635,1.7629354697135377e-06,1.0,,59.100648686676635,0.0003624194039730101,Detail_Use_2022
3641,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,210.9289594578071,6.2918792345128e-09,265.0,,55.89617425631888,0.0003427687954110973,EIA_MECS_Energy
3642,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,54.23831766997052,1.6178951697282699e-09,677.0,,36.719341062570045,0.00022517183817609025,Detail_Use_2022
3643,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,86.87958894752441,2.5915639227873883e-09,265.0,,23.02309107109397,0.00014118313637872544,Detail_Use_2022
3644,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,548.1688212560462,1.6351533863979423e-08,28.0,,15.348726995169292,9.412208855480343e-05,Detail_Use_2022
3645,Electromedical and electrotherapeutic apparatus manufacturing,334510,334510,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.26032751651741837,7.765407365392506e-12,8060.0,,2.098239783130392,1.2866911421329377e-05,Detail_Use_2022
3646,"Search, detection, and navigation instruments manufacturing",334511,334511,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,808333187.7703832,0.015003864274160245,1.0,,808333.1877703832,0.9326069172869189,EIA_MECS_Energy
3647,"Search, detection, and navigation instruments manufacturing",334511,334511,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,54290640.06371368,0.0010077148967742677,1.0,,54290.640063713676,0.06263732237322946,Detail_Use_2022
3648,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,1298855.3160573237,1298.8553160573238,0.0014985422727119772,Detail_Use_2022
3649,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,165.64164010948707,3.0745548048164653e-09,3170.0,,525.0839991470741,0.0006058107933338304,Detail_Use_2022
3650,"Search, detection, and navigation instruments manufacturing",334511,334511,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,16968.481044419983,3.14960205000835e-07,28.0,,475.1174692437595,0.0005481623729476914,EIA_MECS_Energy
3651,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,270.95724349320716,5.0293687887370236e-09,1300.0,,352.2444165411693,0.0004063987281632005,Detail_Use_2022
3652,"Search, detection, and navigation instruments manufacturing",334511,334511,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,1195.2641035942402,2.2185876632839723e-08,265.0,,316.74498745247365,0.00036544159114502024,EIA_MECS_Energy
3653,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,311414.9565413346,311.4149565413346,0.0003592921174226901,Detail_Use_2022
3654,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,45.276327074076804,8.403958621638386e-10,4800.0,,217.32636995556865,0.00025073828341561685,Detail_Use_2022
3655,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,39.714418933674935,7.371585880960545e-10,3170.0,,125.89470801974954,0.00014524985157777189,Detail_Use_2022
3656,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,123249.04458938105,2.2876852824015045e-06,1.0,,123.24904458938106,0.00014219744193617298,Detail_Use_2022
3657,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,64.965002001249,1.205846904895573e-09,1300.0,,84.45450260162372,9.743859897618592e-05,Detail_Use_2022
3658,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,113.10909408793351,2.0994727440915734e-09,677.0,,76.57485669753099,8.834753060597833e-05,Detail_Use_2022
3659,"Search, detection, and navigation instruments manufacturing",334511,334511,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,248.22739699292688,4.60746908571558e-09,265.0,,65.78026020312562,7.589336503129545e-05,Detail_Use_2022
3660,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,10.855501189250708,2.0149422161022196e-10,4800.0,,52.1064057084034,6.011728224676029e-05,Detail_Use_2022
3661,"Search, detection, and navigation instruments manufacturing",334511,334511,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1566.196632160132,2.9070935167705465e-08,28.0,,43.853505700483694,5.059557541656946e-05,Detail_Use_2022
3662,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,29550.324343338318,5.484978996443307e-07,1.0,,29.550324343338318,3.409341260215307e-05,Detail_Use_2022
3663,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,27.11915883498526,5.033718577259445e-10,677.0,,18.359670531285023,2.1182299571063788e-05,Detail_Use_2022
3664,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,0.5428894336033109,1.0076834034400201e-11,8060.0,,4.375688834842686,5.048410404285698e-06,Detail_Use_2022
3665,"Search, detection, and navigation instruments manufacturing",334511,334511,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.13016375825870918,2.416032635892514e-12,8060.0,,1.049119891565196,1.2104123432513762e-06,Detail_Use_2022
3666,Industrial process variable instruments manufacturing,334513,334513,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,23774505.52265833,0.0020720329024453833,1.0,,23774.505522658328,0.896548627599336,EIA_MECS_Energy
3667,Industrial process variable instruments manufacturing,334513,334513,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,2714532.003185684,0.00023658114024626843,1.0,,2714.532003185684,0.1023663747585055,Detail_Use_2022
3668,Industrial process variable instruments manufacturing,334513,334513,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,499.07297189470546,4.349598848655268e-08,28.0,,13.974043213051752,0.0005269682371620787,EIA_MECS_Energy
3669,Industrial process variable instruments manufacturing,334513,334513,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,35.15482657630118,3.0638684483441854e-09,265.0,,9.316029042719814,0.00035131216693301396,EIA_MECS_Energy
3670,Industrial process variable instruments manufacturing,334513,334513,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,12.411369849646345,1.0816951237272393e-09,265.0,,3.2890130101562813,0.00012403034408440817,Detail_Use_2022
3671,Industrial process variable instruments manufacturing,334513,334513,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,78.30983160800659,6.824980966359299e-09,28.0,,2.1926752850241846,8.268689397917735e-05,Detail_Use_2022
3672,Analytical laboratory instrument manufacturing,334516,334516,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,142647033.13594997,0.008966999819961652,1.0,,142647.03313594998,0.9121421680183518,EIA_MECS_Energy
3673,Analytical laboratory instrument manufacturing,334516,334516,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,13572660.01592842,0.0008531971345190105,1.0,,13572.660015928419,0.08678901523949664,Detail_Use_2022
3674,Analytical laboratory instrument manufacturing,334516,334516,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,2994.437831368233,1.8823471406639636e-07,28.0,,83.84425927831053,0.0005361337193821873,EIA_MECS_Energy
3675,Analytical laboratory instrument manufacturing,334516,334516,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,210.9289594578071,1.3259300946555639e-08,265.0,,55.89617425631888,0.00035742248856657753,EIA_MECS_Energy
3676,Analytical laboratory instrument manufacturing,334516,334516,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,62.05684924823172,3.900983734487787e-09,265.0,,16.445065050781405,0.00010515632157821732,Detail_Use_2022
3677,Analytical laboratory instrument manufacturing,334516,334516,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,391.549158040033,2.4613349135028476e-08,28.0,,10.963376425120924,7.01042126244604e-05,Detail_Use_2022
3678,"Watch, clock, and other measuring and controlling device manufacturing",33451A,334519,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,8143596.009557052,0.0006167989100626412,1.0,,8143.596009557052,0.9979846835652523,Detail_Use_2022
3679,"Watch, clock, and other measuring and controlling device manufacturing",33451A,334519,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,37.23410954893903,2.820124937433843e-09,265.0,,9.867039030468842,0.0012091898729986298,Detail_Use_2022
3680,"Watch, clock, and other measuring and controlling device manufacturing",33451A,334519,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,234.92949482401974,1.7793644991594316e-08,28.0,,6.5780258550725526,0.0008061265617491874,Detail_Use_2022
3681,Electric lamp bulb and part manufacturing,335110,33511,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,35343349.72788046,0.0236568605942975,1.0,,35343.349727880464,0.8900300648638574,EIA_MECS_Energy
3682,Electric lamp bulb and part manufacturing,335110,33511,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,2710235.3036509743,0.0018140798551880685,1.0,,2710.2353036509744,0.06825020609752634,Detail_Use_2022
3683,Electric lamp bulb and part manufacturing,335110,33511,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,1616606.2336958784,0.001082065752139142,1.0,,1616.6062336958785,0.04071001085391306,Detail_Use_2022
3684,Electric lamp bulb and part manufacturing,335110,33511,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,741.9254448256114,4.966033767239702e-07,28.0,,20.77391245511712,0.000523136793548425,EIA_MECS_Energy
3685,Electric lamp bulb and part manufacturing,335110,33511,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,52.261416294233456,3.498086766682293e-08,265.0,,13.849275317971866,0.00034875787112641416,EIA_MECS_Energy
3686,Electric lamp bulb and part manufacturing,335110,33511,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,12.39172450120488,8.294326975371405e-09,265.0,,3.2838069928192932,8.26941128478774e-05,Detail_Use_2022
3687,Electric lamp bulb and part manufacturing,335110,33511,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,78.18587881738247,5.23332522204702e-08,28.0,,2.1892046068867095,5.51294071804009e-05,Detail_Use_2022
3688,Lighting fixture manufacturing,335120,33512,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,318090147.5509242,0.02656728869547517,1.0,,318090.14755092416,0.9068057618520505,EIA_MECS_Energy
3689,Lighting fixture manufacturing,335120,33512,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,16261411.821905848,0.0013581735422956525,1.0,,16261.411821905847,0.04635774496471175,Detail_Use_2022
3690,Lighting fixture manufacturing,335120,33512,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,8042453.309439485,8042.453309439485,0.022927283528196243,Detail_Use_2022
3691,Lighting fixture manufacturing,335120,33512,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,1025.6455358887217,8.566320353200717e-08,3170.0,,3251.2963487672478,0.009268738077084488,Detail_Use_2022
3692,Lighting fixture manufacturing,335120,33512,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,1677.7549837216582,1.4012820376861757e-07,1300.0,,2181.0814788381554,0.00621778847068061,Detail_Use_2022
3693,Lighting fixture manufacturing,335120,33512,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,280.34896729028975,2.3415097911157583e-08,4800.0,,1345.6750429933907,0.003836226591619144,Detail_Use_2022
3694,Lighting fixture manufacturing,335120,33512,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,763152.5038154256,6.373945576007898e-05,1.0,,763.1525038154256,0.0021755816486609576,Detail_Use_2022
3695,Lighting fixture manufacturing,335120,33512,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,700.366389411656,5.849548061568997e-08,677.0,,474.1480456316911,0.001351692855186194,Detail_Use_2022
3696,Lighting fixture manufacturing,335120,33512,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,6677.329003430503,5.576989061580642e-07,28.0,,186.96521209605407,0.0005329971170120888,EIA_MECS_Energy
3697,Lighting fixture manufacturing,335120,33512,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,470.3527466481011,3.928445223821107e-08,265.0,,124.6434778617468,0.0003553314202673176,EIA_MECS_Energy
3698,Lighting fixture manufacturing,335120,33512,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,3.3615467927529954,2.807606107703162e-10,8060.0,,27.094067149589144,7.723928701476192e-05,Detail_Use_2022
3699,Lighting fixture manufacturing,335120,33512,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,74.35034700722927,6.209834377952833e-09,265.0,,19.702841956915755,5.616851307389583e-05,Detail_Use_2022
3700,Lighting fixture manufacturing,335120,33512,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,469.1152729042949,3.918109687666374e-08,28.0,,13.135227641320256,3.744567444196189e-05,Detail_Use_2022
3701,Major household appliance manufacturing,335220,335220,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,212060098.36728275,0.011129426806302233,1.0,,212060.09836728274,0.6382181287344587,EIA_MECS_Energy
3702,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,55987848.03879026,55987.84803879026,0.16850157046187084,Detail_Use_2022
3703,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,7140.070845994562,3.747281854725812e-07,3170.0,,22634.024581802758,0.06811957989998076,Detail_Use_2022
3704,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,11679.755848216158,6.129818331172541e-07,1300.0,,15183.682602681005,0.045696958421651404,Detail_Use_2022
3705,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,1951.6601184439398,1.0242784289093838e-07,4800.0,,9367.968568530912,0.02819392906012842,Detail_Use_2022
3706,Major household appliance manufacturing,335220,335220,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,5420470.607301949,0.0002844794062822477,1.0,,5420.470607301949,0.01631350091076878,Detail_Use_2022
3707,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,5312715.507330462,0.00027882415804190525,1.0,,5312.715507330462,0.015989200116819858,Detail_Use_2022
3708,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,4875.6275570580665,2.5588472536255204e-07,677.0,,3300.7998561283107,0.009934119260175718,Detail_Use_2022
3709,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,1297044.8124107425,1297.0448124107425,0.003903598646963733,Detail_Use_2022
3710,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,165.4107485007479,8.681156108992752e-09,3170.0,,524.3520727473708,0.0015780950836269756,Detail_Use_2022
3711,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,270.5795500955306,1.4200669155848146e-08,1300.0,,351.75341512418976,0.0010586404896771066,Detail_Use_2022
3712,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,45.21321538314555,2.372898886488168e-09,4800.0,,217.02343383909866,0.0006531558313078931,Detail_Use_2022
3713,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,23.401537288011237,1.2281692709148334e-09,8060.0,,188.61639054137058,0.0005676617182902039,Detail_Use_2022
3714,Major household appliance manufacturing,335220,335220,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,4451.552668953668,2.3362824965643268e-07,28.0,,124.6434747307027,0.0003751282104180285,EIA_MECS_Energy
3715,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,123077.2449732821,6.45939146495655e-06,1.0,,123.07724497328209,0.00037041447014984316,Detail_Use_2022
3716,Major household appliance manufacturing,335220,335220,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,313.5684977654007,1.6456833093597183e-08,265.0,,83.09565190783118,0.00025008547989416606,EIA_MECS_Energy
3717,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,112.9514287769662,5.927964142802886e-09,677.0,,76.46811728200612,0.00023013918740640642,Detail_Use_2022
3718,Major household appliance manufacturing,335220,335220,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,24.78344900240976,1.300695339687717e-09,265.0,,6.5676139856385864,1.9765954747907474e-05,Detail_Use_2022
3719,Major household appliance manufacturing,335220,335220,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,156.37175763476495,8.206768008542298e-09,28.0,,4.378409213773419,1.3177302834257805e-05,Detail_Use_2022
3720,Major household appliance manufacturing,335220,335220,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,0.542132687807934,2.845243454434418e-11,8060.0,,4.369589463731948,1.3150758828993676e-05,Detail_Use_2022
3721,"Power, distribution, and specialty transformer manufacturing",335311,335311,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,70686699.45576093,0.013214937269725356,1.0,,70686.69945576093,0.7874559969427688,EIA_MECS_Energy
3722,"Power, distribution, and specialty transformer manufacturing",335311,335311,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,18971647.12555682,0.0035467652132280462,1.0,,18971.647125556818,0.21134580360837898,Detail_Use_2022
3723,"Power, distribution, and specialty transformer manufacturing",335311,335311,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,1483.8508896512228,2.7740715828215044e-07,28.0,,41.54782491023424,0.00046284639313182255,EIA_MECS_Energy
3724,"Power, distribution, and specialty transformer manufacturing",335311,335311,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,104.52283258846691,1.954063050821965e-08,265.0,,27.698550635943732,0.00030856426983901593,EIA_MECS_Energy
3725,"Power, distribution, and specialty transformer manufacturing",335311,335311,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,86.74207150843415,1.6216502431937588e-08,265.0,,22.98664894973505,0.0002560732741018062,Detail_Use_2022
3726,"Power, distribution, and specialty transformer manufacturing",335311,335311,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,547.3011517216773,1.0231840563127264e-07,28.0,,15.324432248206966,0.0001707155117794972,Detail_Use_2022
3727,Motor and generator manufacturing,335312,335312,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,212060098.36728275,0.0206103701396912,1.0,,212060.09836728274,0.926270821205787,EIA_MECS_Energy
3728,Motor and generator manufacturing,335312,335312,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,13551176.51825487,0.001317054769001348,1.0,,13551.17651825487,0.05919104771954159,Detail_Use_2022
3729,Motor and generator manufacturing,335312,335312,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,1546625.6364306703,1546.6256364306703,0.006755604705385654,Detail_Use_2022
3730,Motor and generator manufacturing,335312,335312,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,197.23952613244649,1.9169941309402905e-08,3170.0,,625.2492978398553,0.0027310662638918098,Detail_Use_2022
